peak.id	seqnames	start	end	summit	width	strand
peak.1723	chr11	106776575.0	106776708.0	106776642.0	134.0	+
peak.1724	chr11	106787291.0	106787424.0	106787358.0	134.0	+
peak.1725	chr11	106820351.0	106820484.0	106820418.0	134.0	+
peak.1726	chr11	106865967.0	106866100.0	106866034.0	134.0	+
peak.1727	chr11	106886570.0	106886703.0	106886637.0	134.0	+
peak.1728	chr11	106914160.0	106914293.0	106914227.0	134.0	+
peak.1729	chr11	106981019.0	106981152.0	106981086.0	134.0	+
peak.1730	chr11	106984447.0	106984580.0	106984514.0	134.0	+
peak.1731	chr11	106998370.0	106998503.0	106998437.0	134.0	+
peak.1732	chr11	106999496.0	106999629.0	106999563.0	134.0	+
peak.1733	chr11	107233953.0	107234086.0	107234020.0	134.0	+
peak.1734	chr11	107237640.0	107237773.0	107237707.0	134.0	+
peak.1735	chr11	107241384.0	107241517.0	107241451.0	134.0	+
peak.1736	chr11	107259598.0	107259731.0	107259665.0	134.0	+
peak.1737	chr11	107348815.0	107348948.0	107348882.0	134.0	+
peak.1738	chr11	107382019.0	107382152.0	107382086.0	134.0	+
peak.1739	chr11	107411722.0	107411855.0	107411789.0	134.0	+
peak.1740	chr11	107413499.0	107413632.0	107413566.0	134.0	+
peak.1741	chr11	107421872.0	107422005.0	107421939.0	134.0	+
peak.1742	chr11	107771712.0	107771845.0	107771779.0	134.0	+
peak.1743	chr11	108160406.0	108160539.0	108160473.0	134.0	+
peak.1744	chr11	108286761.0	108286894.0	108286828.0	134.0	+
peak.1745	chr11	108298083.0	108298216.0	108298150.0	134.0	+
peak.1746	chr11	108348201.0	108348334.0	108348268.0	134.0	+
peak.1747	chr11	108424891.0	108425024.0	108424958.0	134.0	+
peak.1748	chr11	108911112.0	108911245.0	108911179.0	134.0	+
peak.1749	chr11	108917768.0	108917901.0	108917835.0	134.0	+
peak.1750	chr11	108974755.0	108974888.0	108974822.0	134.0	+
peak.1751	chr11	109288077.0	109288210.0	109288144.0	134.0	+
peak.1752	chr11	109294425.0	109294558.0	109294492.0	134.0	+
peak.1753	chr11	109297145.0	109297278.0	109297212.0	134.0	+
peak.1754	chr11	109440979.0	109441112.0	109441046.0	134.0	+
peak.1755	chr11	109442004.0	109442137.0	109442071.0	134.0	+
peak.1756	chr11	109445111.0	109445244.0	109445178.0	134.0	+
peak.1757	chr11	109470717.0	109470850.0	109470784.0	134.0	+
peak.1758	chr11	109487181.0	109487314.0	109487248.0	134.0	+
peak.1759	chr11	109611737.0	109611870.0	109611804.0	134.0	+
peak.1760	chr11	110429227.0	110429360.0	110429294.0	134.0	+
peak.1761	chr11	110439580.0	110439713.0	110439647.0	134.0	+
peak.1762	chr11	110479299.0	110479432.0	110479366.0	134.0	+
peak.1763	chr11	112137863.0	112137996.0	112137930.0	134.0	+
peak.1764	chr11	112288460.0	112288593.0	112288527.0	134.0	+
peak.1765	chr11	112728085.0	112728218.0	112728152.0	134.0	+
peak.1766	chr11	112953571.0	112953704.0	112953638.0	134.0	+
peak.1767	chr11	112976990.0	112977123.0	112977057.0	134.0	+
peak.1768	chr11	113003216.0	113003349.0	113003283.0	134.0	+
peak.1769	chr11	113047850.0	113047983.0	113047917.0	134.0	+
peak.1770	chr11	113411905.0	113412038.0	113411972.0	134.0	+
peak.1771	chr11	113682278.0	113682411.0	113682345.0	134.0	+
peak.1772	chr11	113683280.0	113683413.0	113683347.0	134.0	+
peak.1773	chr11	113697699.0	113697832.0	113697766.0	134.0	+
peak.1774	chr11	113754908.0	113755041.0	113754975.0	134.0	+
peak.1775	chr11	113892218.0	113892351.0	113892285.0	134.0	+
peak.1776	chr11	113898833.0	113898966.0	113898900.0	134.0	+
peak.1777	chr11	113942366.0	113942499.0	113942433.0	134.0	+
peak.1778	chr11	113974894.0	113975027.0	113974961.0	134.0	+
peak.1779	chr11	113990521.0	113990654.0	113990588.0	134.0	+
peak.1780	chr11	114022299.0	114022432.0	114022366.0	134.0	+
peak.1781	chr11	114040355.0	114040488.0	114040422.0	134.0	+
peak.1782	chr11	114610247.0	114610380.0	114610314.0	134.0	+
peak.1783	chr11	114668391.0	114668524.0	114668458.0	134.0	+
peak.1784	chr11	114675952.0	114676085.0	114676019.0	134.0	+
peak.1785	chr11	114679585.0	114679718.0	114679652.0	134.0	+
peak.1786	chr11	114685141.0	114685274.0	114685208.0	134.0	+
peak.1787	chr11	114727401.0	114727534.0	114727468.0	134.0	+
peak.1788	chr11	114740598.0	114740731.0	114740665.0	134.0	+
peak.1789	chr11	114768454.0	114768587.0	114768521.0	134.0	+
peak.1790	chr11	114772070.0	114772203.0	114772137.0	134.0	+
peak.1791	chr11	114780225.0	114780358.0	114780292.0	134.0	+
peak.1792	chr11	115152133.0	115152266.0	115152200.0	134.0	+
peak.1793	chr11	115218082.0	115218215.0	115218149.0	134.0	+
peak.1794	chr11	115277165.0	115277298.0	115277232.0	134.0	+
peak.1795	chr11	115438542.0	115438675.0	115438609.0	134.0	+
peak.1796	chr11	115452360.0	115452493.0	115452427.0	134.0	+
peak.1797	chr11	115514460.0	115514593.0	115514527.0	134.0	+
peak.1798	chr11	115564021.0	115564154.0	115564088.0	134.0	+
peak.1799	chr11	115669232.0	115669365.0	115669299.0	134.0	+
peak.1800	chr11	115676319.0	115676452.0	115676386.0	134.0	+
peak.1801	chr11	115824587.0	115824720.0	115824654.0	134.0	+
peak.1802	chr11	115833893.0	115834026.0	115833960.0	134.0	+
peak.1803	chr11	115933514.0	115933647.0	115933581.0	134.0	+
peak.1804	chr11	115947394.0	115947527.0	115947461.0	134.0	+
peak.1805	chr11	116024552.0	116024685.0	116024619.0	134.0	+
peak.1806	chr11	116037572.0	116037705.0	116037639.0	134.0	+
peak.1807	chr11	116053419.0	116053552.0	116053486.0	134.0	+
peak.1808	chr11	116087114.0	116087247.0	116087181.0	134.0	+
peak.1809	chr11	116172065.0	116172198.0	116172132.0	134.0	+
peak.1810	chr11	116184333.0	116184466.0	116184400.0	134.0	+
peak.1811	chr11	116274101.0	116274234.0	116274168.0	134.0	+
peak.1812	chr11	116410962.0	116411095.0	116411029.0	134.0	+
peak.1813	chr11	116431398.0	116431531.0	116431465.0	134.0	+
peak.1814	chr11	116625159.0	116625292.0	116625226.0	134.0	+
peak.1815	chr11	116656966.0	116657099.0	116657033.0	134.0	+
peak.1816	chr11	116691348.0	116691481.0	116691415.0	134.0	+
peak.1817	chr11	116813131.0	116813264.0	116813198.0	134.0	+
peak.1818	chr11	116893303.0	116893436.0	116893370.0	134.0	+
peak.1819	chr11	116900543.0	116900676.0	116900610.0	134.0	+
peak.1820	chr11	117081320.0	117081453.0	117081387.0	134.0	+
peak.1821	chr11	117101690.0	117101823.0	117101757.0	134.0	+
peak.1822	chr11	117128224.0	117128357.0	117128291.0	134.0	+
peak.1823	chr11	117134253.0	117134386.0	117134320.0	134.0	+
peak.1824	chr11	117165701.0	117165834.0	117165768.0	134.0	+
peak.1825	chr11	117332332.0	117332465.0	117332399.0	134.0	+
peak.1826	chr11	117384397.0	117384530.0	117384464.0	134.0	+
peak.1827	chr11	117407815.0	117407948.0	117407882.0	134.0	+
peak.1828	chr11	117410291.0	117410424.0	117410358.0	134.0	+
peak.1829	chr11	117431922.0	117432055.0	117431989.0	134.0	+
peak.1830	chr11	117445539.0	117445672.0	117445606.0	134.0	+
peak.1831	chr11	117447210.0	117447343.0	117447277.0	134.0	+
peak.1832	chr11	117586260.0	117586393.0	117586327.0	134.0	+
peak.1833	chr11	117768282.0	117768415.0	117768349.0	134.0	+
peak.1834	chr11	117925652.0	117925785.0	117925719.0	134.0	+
peak.1835	chr11	117972739.0	117972872.0	117972806.0	134.0	+
peak.1836	chr11	117991636.0	117991769.0	117991703.0	134.0	+
peak.1837	chr11	118290280.0	118290413.0	118290347.0	134.0	+
peak.1838	chr11	118525102.0	118525235.0	118525169.0	134.0	+
peak.1839	chr11	118732074.0	118732207.0	118732141.0	134.0	+
peak.1840	chr11	118735720.0	118735853.0	118735787.0	134.0	+
peak.1841	chr11	118744827.0	118744960.0	118744894.0	134.0	+
peak.1842	chr11	118825478.0	118825611.0	118825545.0	134.0	+
peak.1843	chr11	118830837.0	118830970.0	118830904.0	134.0	+
peak.1844	chr11	118982731.0	118982864.0	118982798.0	134.0	+
peak.1845	chr11	119145124.0	119145257.0	119145191.0	134.0	+
peak.1846	chr11	119359190.0	119359323.0	119359257.0	134.0	+
peak.1847	chr11	119504591.0	119504724.0	119504658.0	134.0	+
peak.1848	chr11	119546403.0	119546536.0	119546470.0	134.0	+
peak.1849	chr11	119836389.0	119836522.0	119836456.0	134.0	+
peak.1850	chr11	120129409.0	120129542.0	120129476.0	134.0	+
peak.1851	chr11	120231545.0	120231678.0	120231612.0	134.0	+
peak.1852	chr11	120232745.0	120232878.0	120232812.0	134.0	+
peak.1853	chr11	120237602.0	120237735.0	120237669.0	134.0	+
peak.1854	chr11	120452402.0	120452535.0	120452469.0	134.0	+
peak.1855	chr11	120453442.0	120453575.0	120453509.0	134.0	+
peak.1856	chr11	120464515.0	120464648.0	120464582.0	134.0	+
peak.1857	chr11	120484530.0	120484663.0	120484597.0	134.0	+
peak.1858	chr11	120492363.0	120492496.0	120492430.0	134.0	+
peak.1859	chr11	120510430.0	120510563.0	120510497.0	134.0	+
peak.1860	chr11	121050461.0	121050594.0	121050528.0	134.0	+
peak.1861	chr11	121141569.0	121141702.0	121141636.0	134.0	+
peak.1862	chr11	121237045.0	121237178.0	121237112.0	134.0	+
peak.1863	chr11	121348302.0	121348435.0	121348369.0	134.0	+
peak.1864	chr11	121426143.0	121426276.0	121426210.0	134.0	+
peak.1865	chr11	121451817.0	121451950.0	121451884.0	134.0	+
peak.1866	chr11	121673107.0	121673240.0	121673174.0	134.0	+
peak.1867	chr12	3161777.0	3161910.0	3161844.0	134.0	+
peak.1868	chr12	3399921.0	3400054.0	3399988.0	134.0	+
peak.1869	chr12	3546185.0	3546318.0	3546252.0	134.0	+
peak.1870	chr12	3576333.0	3576466.0	3576400.0	134.0	+
peak.1871	chr12	3787230.0	3787363.0	3787297.0	134.0	+
peak.1872	chr12	3986166.0	3986299.0	3986233.0	134.0	+
peak.1873	chr12	4509859.0	4509992.0	4509926.0	134.0	+
peak.1874	chr12	4596336.0	4596469.0	4596403.0	134.0	+
peak.1875	chr12	4602694.0	4602827.0	4602761.0	134.0	+
peak.1876	chr12	4843248.0	4843381.0	4843315.0	134.0	+
peak.1877	chr12	4939354.0	4939487.0	4939421.0	134.0	+
peak.1878	chr12	4944336.0	4944469.0	4944403.0	134.0	+
peak.1879	chr12	5192283.0	5192416.0	5192350.0	134.0	+
peak.1880	chr12	5315007.0	5315140.0	5315074.0	134.0	+
peak.1881	chr12	5337502.0	5337635.0	5337569.0	134.0	+
peak.1882	chr12	5674337.0	5674470.0	5674404.0	134.0	+
peak.1883	chr12	5738561.0	5738694.0	5738628.0	134.0	+
peak.1884	chr12	5808078.0	5808211.0	5808145.0	134.0	+
peak.1885	chr12	7453989.0	7454122.0	7454056.0	134.0	+
peak.1886	chr12	7546107.0	7546240.0	7546174.0	134.0	+
peak.1887	chr12	7567958.0	7568091.0	7568025.0	134.0	+
peak.1888	chr12	7696494.0	7696627.0	7696561.0	134.0	+
peak.1889	chr12	8208130.0	8208263.0	8208197.0	134.0	+
peak.1890	chr12	8549093.0	8549226.0	8549160.0	134.0	+
peak.1892	chr12	8921477.0	8921610.0	8921544.0	134.0	+
peak.1893	chr12	9029743.0	9029876.0	9029810.0	134.0	+
peak.1894	chr12	10400180.0	10400313.0	10400247.0	134.0	+
peak.1895	chr12	11328976.0	11329109.0	11329043.0	134.0	+
peak.1896	chr12	12236704.0	12236837.0	12236771.0	134.0	+
peak.1897	chr12	12716060.0	12716193.0	12716127.0	134.0	+
peak.1898	chr12	12938233.0	12938366.0	12938300.0	134.0	+
peak.1899	chr12	12941259.0	12941392.0	12941326.0	134.0	+
peak.1900	chr12	13244033.0	13244166.0	13244100.0	134.0	+
peak.1901	chr12	13343707.0	13343840.0	13343774.0	134.0	+
peak.1902	chr12	14168879.0	14169012.0	14168946.0	134.0	+
peak.1903	chr12	15275655.0	15275788.0	15275722.0	134.0	+
peak.1904	chr12	15474860.0	15474993.0	15474927.0	134.0	+
peak.1905	chr12	15645911.0	15646044.0	15645978.0	134.0	+
peak.1906	chr12	15649350.0	15649483.0	15649417.0	134.0	+
peak.1907	chr12	15795950.0	15796083.0	15796017.0	134.0	+
peak.1908	chr12	15815765.0	15815898.0	15815832.0	134.0	+
peak.1909	chr12	15849709.0	15849842.0	15849776.0	134.0	+
peak.1910	chr12	15874082.0	15874215.0	15874149.0	134.0	+
peak.1911	chr12	16169149.0	16169282.0	16169216.0	134.0	+
peak.1912	chr12	16268769.0	16268902.0	16268836.0	134.0	+
peak.1913	chr12	16425157.0	16425290.0	16425224.0	134.0	+
peak.1914	chr12	16584247.0	16584380.0	16584314.0	134.0	+
peak.1915	chr12	16822996.0	16823129.0	16823063.0	134.0	+
peak.1916	chr12	16911412.0	16911545.0	16911479.0	134.0	+
peak.1917	chr12	17143345.0	17143478.0	17143412.0	134.0	+
peak.1918	chr12	17176698.0	17176831.0	17176765.0	134.0	+
peak.1919	chr12	17254229.0	17254362.0	17254296.0	134.0	+
peak.1920	chr12	17397285.0	17397418.0	17397352.0	134.0	+
peak.1921	chr12	17420134.0	17420267.0	17420201.0	134.0	+
peak.1922	chr12	17719295.0	17719428.0	17719362.0	134.0	+
peak.1923	chr12	21130286.0	21130419.0	21130353.0	134.0	+
peak.1924	chr12	21138429.0	21138562.0	21138496.0	134.0	+
peak.1925	chr12	24574971.0	24575104.0	24575038.0	134.0	+
peak.1926	chr12	24687038.0	24687171.0	24687105.0	134.0	+
peak.1927	chr12	25559725.0	25559858.0	25559792.0	134.0	+
peak.1928	chr12	26097112.0	26097245.0	26097179.0	134.0	+
peak.1929	chr12	26405410.0	26405543.0	26405477.0	134.0	+
peak.1930	chr12	27116314.0	27116447.0	27116381.0	134.0	+
peak.1931	chr12	28635853.0	28635986.0	28635920.0	134.0	+
peak.1932	chr12	28750431.0	28750564.0	28750498.0	134.0	+
peak.1933	chr12	28817561.0	28817694.0	28817628.0	134.0	+
peak.1934	chr12	29291153.0	29291286.0	29291220.0	134.0	+
peak.1935	chr12	30369868.0	30370001.0	30369935.0	134.0	+
peak.1936	chr12	30911620.0	30911753.0	30911687.0	134.0	+
peak.1937	chr12	30926086.0	30926219.0	30926153.0	134.0	+
peak.1938	chr12	31499791.0	31499924.0	31499858.0	134.0	+
peak.1939	chr12	31513754.0	31513887.0	31513821.0	134.0	+
peak.1940	chr12	31611001.0	31611134.0	31611068.0	134.0	+
peak.1941	chr12	31950355.0	31950488.0	31950422.0	134.0	+
peak.1942	chr12	32112603.0	32112736.0	32112670.0	134.0	+
peak.1943	chr12	32456940.0	32457073.0	32457007.0	134.0	+
peak.1945	chr12	32911584.0	32911717.0	32911651.0	134.0	+
peak.1946	chr12	33119332.0	33119465.0	33119399.0	134.0	+
peak.1947	chr12	33253288.0	33253421.0	33253355.0	134.0	+
peak.1948	chr12	33277267.0	33277400.0	33277334.0	134.0	+
peak.1949	chr12	33285522.0	33285655.0	33285589.0	134.0	+
peak.1950	chr12	33429421.0	33429554.0	33429488.0	134.0	+
peak.1951	chr12	34528890.0	34529023.0	34528957.0	134.0	+
peak.1952	chr12	35046639.0	35046772.0	35046706.0	134.0	+
peak.1953	chr12	35313173.0	35313306.0	35313240.0	134.0	+
peak.1954	chr12	35514793.0	35514926.0	35514860.0	134.0	+
peak.1955	chr12	35516418.0	35516551.0	35516485.0	134.0	+
peak.1956	chr12	35534256.0	35534389.0	35534323.0	134.0	+
peak.1957	chr12	35542699.0	35542832.0	35542766.0	134.0	+
peak.1958	chr12	35896393.0	35896526.0	35896460.0	134.0	+
peak.1959	chr12	36155964.0	36156097.0	36156031.0	134.0	+
peak.1960	chr12	36404067.0	36404200.0	36404134.0	134.0	+
peak.1961	chr12	36405133.0	36405266.0	36405200.0	134.0	+
peak.1962	chr12	40219803.0	40219936.0	40219870.0	134.0	+
peak.1963	chr12	43924393.0	43924526.0	43924460.0	134.0	+
peak.1964	chr12	44197332.0	44197465.0	44197399.0	134.0	+
peak.1965	chr12	44393846.0	44393979.0	44393913.0	134.0	+
peak.1966	chr12	44438928.0	44439061.0	44438995.0	134.0	+
peak.1967	chr12	44440328.0	44440461.0	44440395.0	134.0	+
peak.1968	chr12	44519848.0	44519981.0	44519915.0	134.0	+
peak.1969	chr12	44521013.0	44521146.0	44521080.0	134.0	+
peak.1970	chr12	44528539.0	44528672.0	44528606.0	134.0	+
peak.1971	chr12	44532543.0	44532676.0	44532610.0	134.0	+
peak.1972	chr12	46451125.0	46451258.0	46451192.0	134.0	+
peak.1973	chr12	46610096.0	46610229.0	46610163.0	134.0	+
peak.1974	chr12	50614490.0	50614623.0	50614557.0	134.0	+
peak.1975	chr12	50873773.0	50873906.0	50873840.0	134.0	+
peak.1976	chr12	51342402.0	51342535.0	51342469.0	134.0	+
peak.1977	chr12	51347729.0	51347862.0	51347796.0	134.0	+
peak.1978	chr12	51377371.0	51377504.0	51377438.0	134.0	+
peak.1979	chr12	51522036.0	51522169.0	51522103.0	134.0	+
peak.1980	chr12	51745129.0	51745262.0	51745196.0	134.0	+
peak.1981	chr12	51901700.0	51901833.0	51901767.0	134.0	+
peak.1982	chr12	51924949.0	51925082.0	51925016.0	134.0	+
peak.1983	chr12	51934569.0	51934702.0	51934636.0	134.0	+
peak.1984	chr12	51937964.0	51938097.0	51938031.0	134.0	+
peak.1985	chr12	52350399.0	52350532.0	52350466.0	134.0	+
peak.1986	chr12	52603962.0	52604095.0	52604029.0	134.0	+
peak.1987	chr12	52628583.0	52628716.0	52628650.0	134.0	+
peak.1988	chr12	52726433.0	52726566.0	52726500.0	134.0	+
peak.1989	chr12	52790662.0	52790795.0	52790729.0	134.0	+
peak.1990	chr12	52832159.0	52832292.0	52832226.0	134.0	+
peak.1991	chr12	53753633.0	53753766.0	53753700.0	134.0	+
peak.1992	chr12	54064675.0	54064808.0	54064742.0	134.0	+
peak.1993	chr12	54643768.0	54643901.0	54643835.0	134.0	+
peak.1994	chr12	54696388.0	54696521.0	54696455.0	134.0	+
peak.1995	chr12	54850746.0	54850879.0	54850813.0	134.0	+
peak.1996	chr12	54863315.0	54863448.0	54863382.0	134.0	+
peak.1997	chr12	55505862.0	55505995.0	55505929.0	134.0	+
peak.1998	chr12	55508931.0	55509064.0	55508998.0	134.0	+
peak.1999	chr12	55536885.0	55537018.0	55536952.0	134.0	+
peak.2000	chr12	55537848.0	55537981.0	55537915.0	134.0	+
peak.2001	chr12	55571630.0	55571763.0	55571697.0	134.0	+
peak.2002	chr12	55628648.0	55628781.0	55628715.0	134.0	+
peak.2003	chr12	55836119.0	55836252.0	55836186.0	134.0	+
peak.2004	chr12	56252961.0	56253094.0	56253028.0	134.0	+
peak.2005	chr12	56253779.0	56253912.0	56253846.0	134.0	+
peak.2006	chr12	56321567.0	56321700.0	56321634.0	134.0	+
peak.2007	chr12	56864395.0	56864528.0	56864462.0	134.0	+
peak.2008	chr12	57281744.0	57281877.0	57281811.0	134.0	+
peak.2009	chr12	58953003.0	58953136.0	58953070.0	134.0	+
peak.2010	chr12	59013237.0	59013370.0	59013304.0	134.0	+
peak.2011	chr12	59065610.0	59065743.0	59065677.0	134.0	+
peak.2012	chr12	59066662.0	59066795.0	59066729.0	134.0	+
peak.2013	chr12	64520347.0	64520480.0	64520414.0	134.0	+
peak.2014	chr12	64965556.0	64965689.0	64965623.0	134.0	+
peak.2015	chr12	65048641.0	65048774.0	65048708.0	134.0	+
peak.2016	chr12	65172848.0	65172981.0	65172915.0	134.0	+
peak.2017	chr12	68602825.0	68602958.0	68602892.0	134.0	+
peak.2018	chr12	69159363.0	69159496.0	69159430.0	134.0	+
peak.2019	chr12	69168523.0	69168656.0	69168590.0	134.0	+
peak.2020	chr12	69357302.0	69357435.0	69357369.0	134.0	+
peak.2021	chr12	69499367.0	69499500.0	69499434.0	134.0	+
peak.2022	chr12	69699872.0	69700005.0	69699939.0	134.0	+
peak.2023	chr12	69756160.0	69756293.0	69756227.0	134.0	+
peak.2024	chr12	69767466.0	69767599.0	69767533.0	134.0	+
peak.2025	chr12	69973724.0	69973857.0	69973791.0	134.0	+
peak.2026	chr12	70094051.0	70094184.0	70094118.0	134.0	+
peak.2027	chr12	70367673.0	70367806.0	70367740.0	134.0	+
peak.2028	chr12	70453459.0	70453592.0	70453526.0	134.0	+
peak.2029	chr12	70495684.0	70495817.0	70495751.0	134.0	+
peak.2030	chr12	70768792.0	70768925.0	70768859.0	134.0	+
peak.2031	chr12	70824819.0	70824952.0	70824886.0	134.0	+
peak.2032	chr12	70837372.0	70837505.0	70837439.0	134.0	+
peak.2033	chr12	70956025.0	70956158.0	70956092.0	134.0	+
peak.2034	chr12	70974419.0	70974552.0	70974486.0	134.0	+
peak.2035	chr12	71015843.0	71015976.0	71015910.0	134.0	+
peak.2036	chr12	71036256.0	71036389.0	71036323.0	134.0	+
peak.2037	chr12	71136857.0	71136990.0	71136924.0	134.0	+
peak.2038	chr12	71175134.0	71175267.0	71175201.0	134.0	+
peak.2039	chr12	71782605.0	71782738.0	71782672.0	134.0	+
peak.2040	chr12	71833665.0	71833798.0	71833732.0	134.0	+
peak.2041	chr12	71893137.0	71893270.0	71893204.0	134.0	+
peak.2042	chr12	71978774.0	71978907.0	71978841.0	134.0	+
peak.2043	chr12	72053926.0	72054059.0	72053993.0	134.0	+
peak.2044	chr12	72085593.0	72085726.0	72085660.0	134.0	+
peak.2045	chr12	72178731.0	72178864.0	72178798.0	134.0	+
peak.2046	chr12	72227812.0	72227945.0	72227879.0	134.0	+
peak.2047	chr12	72382400.0	72382533.0	72382467.0	134.0	+
peak.2048	chr12	72455073.0	72455206.0	72455140.0	134.0	+
peak.2049	chr12	72613187.0	72613320.0	72613254.0	134.0	+
peak.2050	chr12	72688318.0	72688451.0	72688385.0	134.0	+
peak.2051	chr12	72830422.0	72830555.0	72830489.0	134.0	+
peak.2052	chr12	72854624.0	72854757.0	72854691.0	134.0	+
peak.2053	chr12	72909152.0	72909285.0	72909219.0	134.0	+
peak.2054	chr12	72971280.0	72971413.0	72971347.0	134.0	+
peak.2055	chr12	73051990.0	73052123.0	73052057.0	134.0	+
peak.2056	chr12	73250728.0	73250861.0	73250795.0	134.0	+
peak.2057	chr12	73476699.0	73476832.0	73476766.0	134.0	+
peak.2058	chr12	73724263.0	73724396.0	73724330.0	134.0	+
peak.2059	chr12	73730831.0	73730964.0	73730898.0	134.0	+
peak.2060	chr12	73764706.0	73764839.0	73764773.0	134.0	+
peak.2061	chr12	73806196.0	73806329.0	73806263.0	134.0	+
peak.2062	chr12	73817020.0	73817153.0	73817087.0	134.0	+
peak.2063	chr12	73847016.0	73847149.0	73847083.0	134.0	+
peak.2064	chr12	73909404.0	73909537.0	73909471.0	134.0	+
peak.2065	chr12	74001645.0	74001778.0	74001712.0	134.0	+
peak.2066	chr12	74094467.0	74094600.0	74094534.0	134.0	+
peak.2067	chr12	74333015.0	74333148.0	74333082.0	134.0	+
peak.2068	chr12	75437147.0	75437280.0	75437214.0	134.0	+
peak.2069	chr12	75527430.0	75527563.0	75527497.0	134.0	+
peak.2070	chr12	75537385.0	75537518.0	75537452.0	134.0	+
peak.2071	chr12	75557921.0	75558054.0	75557988.0	134.0	+
peak.2072	chr12	75634708.0	75634841.0	75634775.0	134.0	+
peak.2073	chr12	75664588.0	75664721.0	75664655.0	134.0	+
peak.2074	chr12	75774281.0	75774414.0	75774348.0	134.0	+
peak.2075	chr12	75792727.0	75792860.0	75792794.0	134.0	+
peak.2076	chr12	75795012.0	75795145.0	75795079.0	134.0	+
peak.2077	chr12	75836772.0	75836905.0	75836839.0	134.0	+
peak.2078	chr12	76404106.0	76404239.0	76404173.0	134.0	+
peak.2079	chr12	76546791.0	76546924.0	76546858.0	134.0	+
peak.2080	chr12	76548028.0	76548161.0	76548095.0	134.0	+
peak.2081	chr12	76557248.0	76557381.0	76557315.0	134.0	+
peak.2082	chr12	76623537.0	76623670.0	76623604.0	134.0	+
peak.2083	chr12	76837444.0	76837577.0	76837511.0	134.0	+
peak.2084	chr12	76845068.0	76845201.0	76845135.0	134.0	+
peak.2085	chr12	76954438.0	76954571.0	76954505.0	134.0	+
peak.2086	chr12	76958934.0	76959067.0	76959001.0	134.0	+
peak.2087	chr12	76962276.0	76962409.0	76962343.0	134.0	+
peak.2088	chr12	77220757.0	77220890.0	77220824.0	134.0	+
peak.2089	chr12	77435151.0	77435284.0	77435218.0	134.0	+
peak.2090	chr12	78109929.0	78110062.0	78109996.0	134.0	+
peak.2091	chr12	78861703.0	78861836.0	78861770.0	134.0	+
peak.2092	chr12	78982592.0	78982725.0	78982659.0	134.0	+
peak.2093	chr12	79011015.0	79011148.0	79011082.0	134.0	+
peak.2094	chr12	79018258.0	79018391.0	79018325.0	134.0	+
peak.2095	chr12	79101051.0	79101184.0	79101118.0	134.0	+
peak.2096	chr12	79130801.0	79130934.0	79130868.0	134.0	+
peak.2097	chr12	79191805.0	79191938.0	79191872.0	134.0	+
peak.2098	chr12	79208800.0	79208933.0	79208867.0	134.0	+
peak.2099	chr12	79216231.0	79216364.0	79216298.0	134.0	+
peak.2100	chr12	79243021.0	79243154.0	79243088.0	134.0	+
peak.2101	chr12	79275909.0	79276042.0	79275976.0	134.0	+
peak.2102	chr12	79297148.0	79297281.0	79297215.0	134.0	+
peak.2103	chr12	79359004.0	79359137.0	79359071.0	134.0	+
peak.2104	chr12	79612870.0	79613003.0	79612937.0	134.0	+
peak.2105	chr12	80233498.0	80233631.0	80233565.0	134.0	+
peak.2106	chr12	80260505.0	80260638.0	80260572.0	134.0	+
peak.2107	chr12	80323746.0	80323879.0	80323813.0	134.0	+
peak.2108	chr12	80348773.0	80348906.0	80348840.0	134.0	+
peak.2109	chr12	80399259.0	80399392.0	80399326.0	134.0	+
peak.2110	chr12	80644072.0	80644205.0	80644139.0	134.0	+
peak.2111	chr12	80654814.0	80654947.0	80654881.0	134.0	+
peak.2112	chr12	80759623.0	80759756.0	80759690.0	134.0	+
peak.2113	chr12	81485050.0	81485183.0	81485117.0	134.0	+
peak.2114	chr12	81594925.0	81595058.0	81594992.0	134.0	+
peak.2115	chr12	81675836.0	81675969.0	81675903.0	134.0	+
peak.2116	chr12	81702785.0	81702918.0	81702852.0	134.0	+
peak.2117	chr12	81844197.0	81844330.0	81844264.0	134.0	+
peak.2118	chr12	81893357.0	81893490.0	81893424.0	134.0	+
peak.2119	chr12	81936460.0	81936593.0	81936527.0	134.0	+
peak.2120	chr12	82126915.0	82127048.0	82126982.0	134.0	+
peak.2121	chr12	82196307.0	82196440.0	82196374.0	134.0	+
peak.2122	chr12	82407075.0	82407208.0	82407142.0	134.0	+
peak.2123	chr12	82914213.0	82914346.0	82914280.0	134.0	+
peak.2124	chr12	83038236.0	83038369.0	83038303.0	134.0	+
peak.2125	chr12	83045426.0	83045559.0	83045493.0	134.0	+
peak.2126	chr12	83299172.0	83299305.0	83299239.0	134.0	+
peak.2127	chr12	83337511.0	83337644.0	83337578.0	134.0	+
peak.2128	chr12	83370125.0	83370258.0	83370192.0	134.0	+
peak.2129	chr12	83376026.0	83376159.0	83376093.0	134.0	+
peak.2130	chr12	83424873.0	83425006.0	83424940.0	134.0	+
peak.2131	chr12	83431440.0	83431573.0	83431507.0	134.0	+
peak.2132	chr12	83444655.0	83444788.0	83444722.0	134.0	+
peak.2133	chr12	83471089.0	83471222.0	83471156.0	134.0	+
peak.2134	chr12	83487759.0	83487892.0	83487826.0	134.0	+
peak.2135	chr12	83520354.0	83520487.0	83520421.0	134.0	+
