chip.peak.id	seqnames	cre.start	cre.end	summit	width	start	end	peak.id
peak.1204	chr11	32075171	32075304	32075238	134	32075038	32075438	peak.5937
peak.1205	chr11	34169556	34169689	34169623	134	34169423	34169823	
peak.1206	chr11	34341783	34341916	34341850	134	34341650	34342050	peak.5939
peak.1207	chr11	35318315	35318448	35318382	134	35318182	35318582	peak.5940
peak.1208	chr11	35498096	35498229	35498163	134	35497963	35498363	peak.5941
peak.1209	chr11	35607382	35607515	35607449	134	35607249	35607649	peak.5942
peak.1210	chr11	35769340	35769473	35769407	134	35769207	35769607	peak.5943
peak.1211	chr11	35819406	35819539	35819473	134	35819273	35819673	peak.5944
peak.1212	chr11	35873995	35874128	35874062	134	35873862	35874262	peak.5945
peak.1213	chr11	35913711	35913844	35913778	134	35913578	35913978	peak.5946
peak.1214	chr11	36830750	36830883	36830817	134	36830617	36831017	peak.5947
peak.1215	chr11	42843839	42843972	42843906	134	42843706	42844106	peak.5948
peak.1216	chr11	43227850	43227983	43227917	134	43227717	43228117	peak.5949
peak.1217	chr11	43240242	43240375	43240309	134	43240109	43240509	peak.5950
peak.1218	chr11	43544953	43545086	43545020	134	43544820	43545220	peak.5951
peak.1219	chr11	43608592	43608725	43608659	134	43608459	43608859	peak.5952
peak.1220	chr11	44514676	44514809	44514743	134	44514543	44514943	peak.5953
peak.1221	chr11	44520086	44520219	44520153	134	44519953	44520353	peak.5954
peak.1222	chr11	44531850	44531983	44531917	134	44531717	44532117	peak.5955
peak.1223	chr11	44544370	44544503	44544437	134	44544237	44544637	peak.5956
peak.1224	chr11	44547978	44548111	44548045	134	44547845	44548245	peak.5957
peak.1225	chr11	44549698	44549831	44549765	134	44549565	44549965	peak.5958
peak.1226	chr11	44561846	44561979	44561913	134	44561713	44562113	peak.5959
peak.1227	chr11	44900125	44900258	44900192	134	44899992	44900392	peak.5960
peak.1228	chr11	45922224	45922357	45922291	134	45922091	45922491	peak.5961
peak.1229	chr11	45967030	45967163	45967097	134	45966897	45967297	peak.5962
peak.1230	chr11	46215548	46215681	46215615	134	46215415	46215815	peak.5963
peak.1231	chr11	48800222	48800355	48800289	134	48800089	48800489	peak.5964
peak.1232	chr11	48856613	48856746	48856680	134	48856480	48856880	peak.5965
peak.1233	chr11	49243318	49243451	49243385	134	49243185	49243585	peak.5966
peak.1234	chr11	49245882	49246015	49245949	134	49245749	49246149	peak.5967
peak.1235	chr11	49248107	49248240	49248174	134	49247974	49248374	peak.5968
peak.1236	chr11	49698634	49698767	49698701	134	49698501	49698901	peak.5969
peak.1237	chr11	49704913	49705046	49704980	134	49704780	49705180	peak.5970
peak.1238	chr11	49713047	49713180	49713114	134	49712914	49713314	peak.5971
peak.1239	chr11	50174664	50174797	50174731	134	50174531	50174931	peak.5972
peak.1240	chr11	50292391	50292524	50292458	134	50292258	50292658	peak.5973
peak.1241	chr11	50374657	50374790	50374724	134	50374524	50374924	peak.5974
peak.1242	chr11	50377440	50377573	50377507	134	50377307	50377707	peak.5975
peak.1243	chr11	50848336	50848469	50848403	134	50848203	50848603	peak.5976
peak.1244	chr11	50887531	50887664	50887598	134	50887398	50887798	peak.5977
peak.1245	chr11	50931581	50931714	50931648	134	50931448	50931848	peak.5978
peak.1246	chr11	51059166	51059299	51059233	134	51059033	51059433	peak.5979
peak.1247	chr11	51473840	51473973	51473907	134	51473707	51474107	peak.5980
peak.1248	chr11	51607004	51607137	51607071	134	51606871	51607271	peak.5981
peak.1249	chr11	51619548	51619681	51619615	134	51619415	51619815	peak.5982
peak.1250	chr11	51636011	51636144	51636078	134	51635878	51636278	peak.5983
peak.1251	chr11	51701084	51701217	51701151	134	51700951	51701351	peak.5984
peak.1252	chr11	51746417	51746550	51746484	134	51746284	51746684	peak.5985
peak.1253	chr11	51809901	51810034	51809968	134	51809768	51810168	peak.5986
peak.1254	chr11	52149151	52149284	52149218	134	52149018	52149418	
peak.1255	chr11	52234271	52234404	52234338	134	52234138	52234538	peak.5988
peak.1256	chr11	52308717	52308850	52308784	134	52308584	52308984	peak.5989
peak.1257	chr11	52332372	52332505	52332439	134	52332239	52332639	peak.5990
peak.1258	chr11	52516714	52516847	52516781	134	52516581	52516981	peak.5991
peak.1259	chr11	52638517	52638650	52638584	134	52638384	52638784	peak.5992
peak.1260	chr11	52888304	52888437	52888371	134	52888171	52888571	peak.5993
peak.1261	chr11	53300671	53300804	53300738	134	53300538	53300938	peak.5994
peak.1262	chr11	53357316	53357449	53357383	134	53357183	53357583	peak.5995
peak.1263	chr11	53430948	53431081	53431015	134	53430815	53431215	peak.5996
peak.1264	chr11	53897159	53897292	53897226	134	53897026	53897426	peak.5997
peak.1265	chr11	54009329	54009462	54009396	134	54009196	54009596	peak.5998
peak.1266	chr11	54305506	54305639	54305573	134	54305373	54305773	peak.5999
peak.1267	chr11	54446570	54446703	54446637	134	54446437	54446837	peak.6000
peak.1268	chr11	54522572	54522705	54522639	134	54522439	54522839	peak.6001
peak.1269	chr11	54709537	54709670	54709604	134	54709404	54709804	peak.6002
peak.1270	chr11	54751643	54751776	54751710	134	54751510	54751910	peak.6003
peak.1271	chr11	54860672	54860805	54860739	134	54860539	54860939	peak.6004
peak.1272	chr11	54879612	54879745	54879679	134	54879479	54879879	peak.6005
peak.1273	chr11	55383616	55383749	55383683	134	55383483	55383883	peak.6006
peak.1274	chr11	55469269	55469402	55469336	134	55469136	55469536	peak.6007
peak.1275	chr11	55890299	55890432	55890366	134	55890166	55890566	peak.6008
peak.1276	chr11	55891289	55891422	55891356	134	55891156	55891556	peak.6009
peak.1277	chr11	56291305	56291438	56291372	134	56291172	56291572	peak.6010
peak.1278	chr11	57467966	57468099	57468033	134	57467833	57468233	peak.6011
peak.1279	chr11	57496822	57496955	57496889	134	57496689	57497089	peak.6012
peak.1280	chr11	57507201	57507334	57507268	134	57507068	57507468	peak.6013
peak.1281	chr11	57524194	57524327	57524261	134	57524061	57524461	peak.6014
peak.1282	chr11	57682771	57682904	57682838	134	57682638	57683038	peak.6015
peak.1283	chr11	57685787	57685920	57685854	134	57685654	57686054	peak.6016
peak.1284	chr11	57696204	57696337	57696271	134	57696071	57696471	peak.6017
peak.1285	chr11	57716836	57716969	57716903	134	57716703	57717103	peak.6018
peak.1286	chr11	57799054	57799187	57799121	134	57798921	57799321	peak.6019
peak.1287	chr11	57802726	57802859	57802793	134	57802593	57802993	peak.6020
peak.1288	chr11	57933189	57933322	57933256	134	57933056	57933456	peak.6021
peak.1289	chr11	58094670	58094803	58094737	134	58094537	58094937	peak.6022
peak.1290	chr11	58111194	58111327	58111261	134	58111061	58111461	peak.6023
peak.1291	chr11	58127310	58127443	58127377	134	58127177	58127577	peak.6024
peak.1292	chr11	58330572	58330705	58330639	134	58330439	58330839	peak.6025
peak.1293	chr11	58734865	58734998	58734932	134	58734732	58735132	peak.6026
peak.1294	chr11	58948667	58948800	58948734	134	58948534	58948934	
peak.1295	chr11	58954566	58954699	58954633	134	58954433	58954833	
peak.1296	chr11	58955643	58955776	58955710	134	58955510	58955910	peak.6029
peak.1297	chr11	58978026	58978159	58978093	134	58977893	58978293	peak.6030
peak.1298	chr11	59187949	59188082	59188016	134	59187816	59188216	peak.6031
peak.1299	chr11	59373451	59373584	59373518	134	59373318	59373718	peak.6032
peak.1300	chr11	59390700	59390833	59390767	134	59390567	59390967	peak.6033
peak.1301	chr11	59472488	59472621	59472555	134	59472355	59472755	peak.6034
peak.1302	chr11	59808504	59808637	59808571	134	59808371	59808771	peak.6035
peak.1303	chr11	59811277	59811410	59811344	134	59811144	59811544	peak.6036
peak.1304	chr11	60046487	60046620	60046554	134	60046354	60046754	peak.6037
peak.1305	chr11	60155752	60155885	60155819	134	60155619	60156019	peak.6038
peak.1306	chr11	60330046	60330179	60330113	134	60329913	60330313	peak.6039
peak.1307	chr11	60353024	60353157	60353091	134	60352891	60353291	peak.6040
peak.1308	chr11	60533122	60533255	60533189	134	60532989	60533389	peak.6041
peak.1309	chr11	60537517	60537650	60537584	134	60537384	60537784	peak.6042
peak.1310	chr11	60728293	60728426	60728360	134	60728160	60728560	peak.6043
peak.1311	chr11	60827329	60827462	60827396	134	60827196	60827596	peak.6044
peak.1312	chr11	60830533	60830666	60830600	134	60830400	60830800	peak.6045
peak.1313	chr11	60878824	60878957	60878891	134	60878691	60879091	peak.6046
peak.1314	chr11	61091831	61091964	61091898	134	61091698	61092098	peak.6047
peak.1315	chr11	61115918	61116051	61115985	134	61115785	61116185	peak.6048
peak.1316	chr11	61175170	61175303	61175237	134	61175037	61175437	peak.6049
peak.1317	chr11	61268630	61268763	61268697	134	61268497	61268897	peak.6050
peak.1318	chr11	61505042	61505175	61505109	134	61504909	61505309	peak.6051
peak.1319	chr11	61541241	61541374	61541308	134	61541108	61541508	peak.6052
peak.1320	chr11	61635045	61635178	61635112	134	61634912	61635312	peak.6053
peak.1321	chr11	61884842	61884975	61884909	134	61884709	61885109	peak.6054
peak.1322	chr11	61919496	61919629	61919563	134	61919363	61919763	peak.6055
peak.1323	chr11	61997206	61997339	61997273	134	61997073	61997473	peak.6056
peak.1324	chr11	62154325	62154458	62154392	134	62154192	62154592	peak.6057
peak.1325	chr11	62313772	62313905	62313839	134	62313639	62314039	peak.6058
peak.1326	chr11	62448884	62449017	62448951	134	62448751	62449151	peak.6059
peak.1327	chr11	62535713	62535846	62535780	134	62535580	62535980	peak.6060
peak.1328	chr11	62551196	62551329	62551263	134	62551063	62551463	peak.6061
peak.1329	chr11	62675913	62676046	62675980	134	62675780	62676180	peak.6062
peak.1330	chr11	62739806	62739939	62739873	134	62739673	62740073	peak.6063
peak.1331	chr11	62756667	62756800	62756734	134	62756534	62756934	peak.6064
peak.1332	chr11	63707180	63707313	63707247	134	63707047	63707447	peak.6065
peak.1333	chr11	63782672	63782805	63782739	134	63782539	63782939	peak.6066
peak.1334	chr11	63873525	63873658	63873592	134	63873392	63873792	peak.6067
peak.1335	chr11	63875206	63875339	63875273	134	63875073	63875473	peak.6068
peak.1336	chr11	63891763	63891896	63891830	134	63891630	63892030	peak.6069
peak.1337	chr11	63893530	63893663	63893597	134	63893397	63893797	peak.6070
peak.1338	chr11	63907164	63907297	63907231	134	63907031	63907431	peak.6071
peak.1339	chr11	63954005	63954138	63954072	134	63953872	63954272	peak.6072
peak.1340	chr11	64978833	64978966	64978900	134	64978700	64979100	peak.6073
peak.1341	chr11	65231966	65232099	65232033	134	65231833	65232233	peak.6074
peak.1342	chr11	65716945	65717078	65717012	134	65716812	65717212	peak.6075
peak.1343	chr11	65877478	65877611	65877545	134	65877345	65877745	peak.6076
peak.1344	chr11	66157266	66157399	66157333	134	66157133	66157533	peak.6077
peak.1345	chr11	66534447	66534580	66534514	134	66534314	66534714	peak.6078
peak.1346	chr11	67008103	67008236	67008170	134	67007970	67008370	peak.6079
peak.1347	chr11	67113909	67114042	67113976	134	67113776	67114176	peak.6080
peak.1348	chr11	67667075	67667208	67667142	134	67666942	67667342	peak.6081
peak.1349	chr11	67681976	67682109	67682043	134	67681843	67682243	peak.6082
peak.1350	chr11	67695241	67695374	67695308	134	67695108	67695508	peak.6083
peak.1351	chr11	67699611	67699744	67699678	134	67699478	67699878	peak.6084
peak.1352	chr11	67703214	67703347	67703281	134	67703081	67703481	peak.6085
peak.1353	chr11	67780812	67780945	67780879	134	67780679	67781079	peak.6086
peak.1354	chr11	67885874	67886007	67885941	134	67885741	67886141	peak.6087
peak.1355	chr11	68004481	68004614	68004548	134	68004348	68004748	peak.6088
peak.1356	chr11	68542382	68542515	68542449	134	68542249	68542649	peak.6089
peak.1357	chr11	68593474	68593607	68593541	134	68593341	68593741	peak.6090
peak.1358	chr11	68764755	68764888	68764822	134	68764622	68765022	peak.6091
peak.1359	chr11	68901431	68901564	68901498	134	68901298	68901698	peak.6092
peak.1360	chr11	68974223	68974356	68974290	134	68974090	68974490	peak.6093
peak.1361	chr11	68982736	68982869	68982803	134	68982603	68983003	peak.6094
peak.1362	chr11	69008510	69008643	69008577	134	69008377	69008777	peak.6095
peak.1363	chr11	69059449	69059582	69059516	134	69059316	69059716	peak.6096
peak.1364	chr11	69073330	69073463	69073397	134	69073197	69073597	peak.6097
peak.1365	chr11	69094868	69095001	69094935	134	69094735	69095135	peak.6098
peak.1366	chr11	69098824	69098957	69098891	134	69098691	69099091	peak.6099
peak.1367	chr11	69236996	69237129	69237063	134	69236863	69237263	peak.6100
peak.1368	chr11	69245764	69245897	69245831	134	69245631	69246031	peak.6101
peak.1369	chr11	69323867	69324000	69323934	134	69323734	69324134	peak.6102
peak.1370	chr11	69366569	69366702	69366636	134	69366436	69366836	peak.6103
peak.1371	chr11	69395692	69395825	69395759	134	69395559	69395959	peak.6104
peak.1372	chr11	69411257	69411390	69411324	134	69411124	69411524	peak.6105
peak.1373	chr11	69417591	69417724	69417658	134	69417458	69417858	peak.6106
peak.1374	chr11	69548185	69548318	69548252	134	69548052	69548452	peak.6107
peak.1375	chr11	69567709	69567842	69567776	134	69567576	69567976	peak.6108
peak.1376	chr11	69579328	69579461	69579395	134	69579195	69579595	peak.6109
peak.1377	chr11	69581435	69581568	69581502	134	69581302	69581702	peak.6110
peak.1378	chr11	69592124	69592257	69592191	134	69591991	69592391	peak.6111
peak.1379	chr11	69653546	69653679	69653613	134	69653413	69653813	peak.6112
peak.1380	chr11	69662594	69662727	69662661	134	69662461	69662861	peak.6113
peak.1381	chr11	69672454	69672587	69672521	134	69672321	69672721	peak.6114
peak.1382	chr11	69684160	69684293	69684227	134	69684027	69684427	peak.6115
peak.1383	chr11	69693691	69693824	69693758	134	69693558	69693958	peak.6116
peak.1384	chr11	69759143	69759276	69759210	134	69759010	69759410	peak.6117
peak.1385	chr11	69763588	69763721	69763655	134	69763455	69763855	peak.6118
peak.1386	chr11	69913861	69913994	69913928	134	69913728	69914128	peak.6119
peak.1387	chr11	69921524	69921657	69921591	134	69921391	69921791	peak.6120
peak.1388	chr11	69993206	69993339	69993273	134	69993073	69993473	peak.6121
peak.1389	chr11	69995524	69995657	69995591	134	69995391	69995791	peak.6122
peak.1390	chr11	70014377	70014510	70014444	134	70014244	70014644	peak.6123
peak.1391	chr11	70017086	70017219	70017153	134	70016953	70017353	peak.6124
peak.1392	chr11	70026093	70026226	70026160	134	70025960	70026360	peak.6125
peak.1393	chr11	70220955	70221088	70221022	134	70220822	70221222	peak.6126
peak.1394	chr11	70387570	70387703	70387637	134	70387437	70387837	peak.6127
peak.1395	chr11	70452289	70452422	70452356	134	70452156	70452556	peak.6128
peak.1396	chr11	70525243	70525376	70525310	134	70525110	70525510	peak.6129
peak.1397	chr11	70646982	70647115	70647049	134	70646849	70647249	peak.6130
peak.1398	chr11	70662777	70662910	70662844	134	70662644	70663044	peak.6131
peak.1399	chr11	70669230	70669363	70669297	134	70669097	70669497	peak.6132
peak.1400	chr11	70671597	70671730	70671664	134	70671464	70671864	peak.6133
peak.1401	chr11	70747420	70747553	70747487	134	70747287	70747687	peak.6134
peak.1402	chr11	70823522	70823655	70823589	134	70823389	70823789	peak.6135
peak.1403	chr11	70941959	70942092	70942026	134	70941826	70942226	peak.6136
peak.1404	chr11	71019308	71019441	71019375	134	71019175	71019575	peak.6137
peak.1405	chr11	71346000	71346133	71346067	134	71345867	71346267	peak.6138
peak.1406	chr11	71368135	71368268	71368202	134	71368002	71368402	peak.6139
peak.1407	chr11	71816112	71816245	71816179	134	71815979	71816379	peak.6140
peak.1408	chr11	71945163	71945296	71945230	134	71945030	71945430	peak.6141
peak.1409	chr11	71987780	71987913	71987847	134	71987647	71988047	peak.6142
peak.1410	chr11	71996963	71997096	71997030	134	71996830	71997230	peak.6143
peak.1411	chr11	72032232	72032365	72032299	134	72032099	72032499	peak.6144
peak.1412	chr11	72037481	72037614	72037548	134	72037348	72037748	peak.6145
peak.1413	chr11	72052823	72052956	72052890	134	72052690	72053090	peak.6146
peak.1414	chr11	72072645	72072778	72072712	134	72072512	72072912	peak.6147
peak.1415	chr11	72116474	72116607	72116541	134	72116341	72116741	peak.6148
peak.1416	chr11	72118062	72118195	72118129	134	72117929	72118329	peak.6149
peak.1417	chr11	72130043	72130176	72130110	134	72129910	72130310	peak.6150
peak.1418	chr11	72154922	72155055	72154989	134	72154789	72155189	peak.6151
peak.1419	chr11	72337775	72337908	72337842	134	72337642	72338042	peak.6152
peak.1420	chr11	72675454	72675587	72675521	134	72675321	72675721	peak.6153
peak.1421	chr11	72795813	72795946	72795880	134	72795680	72796080	peak.6154
peak.1422	chr11	73006517	73006650	73006584	134	73006384	73006784	peak.6155
peak.1423	chr11	73023905	73024038	73023972	134	73023772	73024172	peak.6156
peak.1424	chr11	73031684	73031817	73031751	134	73031551	73031951	peak.6157
peak.1425	chr11	73061380	73061513	73061447	134	73061247	73061647	peak.6158
peak.1426	chr11	73077329	73077462	73077396	134	73077196	73077596	peak.6159
peak.1427	chr11	74687279	74687412	74687346	134	74687146	74687546	peak.6160
peak.1428	chr11	74830339	74830472	74830406	134	74830206	74830606	peak.6161
peak.1429	chr11	74876911	74877044	74876978	134	74876778	74877178	peak.6162
peak.1430	chr11	75180952	75181085	75181019	134	75180819	75181219	peak.6163
peak.1431	chr11	75183664	75183797	75183731	134	75183531	75183931	peak.6164
peak.1432	chr11	75195280	75195413	75195347	134	75195147	75195547	peak.6165
peak.1434	chr11	75279295	75279428	75279362	134	75279162	75279562	peak.6167
peak.1435	chr11	75291618	75291751	75291685	134	75291485	75291885	peak.6168
peak.1436	chr11	75294182	75294315	75294249	134	75294049	75294449	peak.6169
peak.1437	chr11	75461270	75461403	75461337	134	75461137	75461537	peak.6170
peak.1438	chr11	75486658	75486791	75486725	134	75486525	75486925	peak.6171
peak.1439	chr11	75595737	75595870	75595804	134	75595604	75596004	peak.6172
peak.1440	chr11	75625867	75626000	75625934	134	75625734	75626134	peak.6173
peak.1441	chr11	75630864	75630997	75630931	134	75630731	75631131	peak.6174
peak.1442	chr11	75731474	75731607	75731541	134	75731341	75731741	peak.6175
peak.1443	chr11	75746095	75746228	75746162	134	75745962	75746362	peak.6176
peak.1444	chr11	75778217	75778350	75778284	134	75778084	75778484	peak.6177
peak.1445	chr11	75793464	75793597	75793531	134	75793331	75793731	peak.6178
peak.1446	chr11	75870677	75870810	75870744	134	75870544	75870944	peak.6179
peak.1447	chr11	75895164	75895297	75895231	134	75895031	75895431	peak.6180
peak.1448	chr11	76171176	76171309	76171243	134	76171043	76171443	peak.6181
peak.1449	chr11	76406823	76406956	76406890	134	76406690	76407090	peak.6182
peak.1450	chr11	76446438	76446571	76446505	134	76446305	76446705	peak.6183
peak.1451	chr11	76541891	76542024	76541958	134	76541758	76542158	peak.6184
peak.1452	chr11	76923513	76923646	76923580	134	76923380	76923780	peak.6185
peak.1453	chr11	77182756	77182889	77182823	134	77182623	77183023	peak.6186
peak.1454	chr11	77685966	77686099	77686033	134	77685833	77686233	peak.6187
peak.1455	chr11	77843942	77844075	77844009	134	77843809	77844209	peak.6188
peak.1456	chr11	77848296	77848429	77848363	134	77848163	77848563	peak.6189
peak.1457	chr11	77871547	77871680	77871614	134	77871414	77871814	peak.6190
peak.1458	chr11	77885206	77885339	77885273	134	77885073	77885473	peak.6191
peak.1459	chr11	77981808	77981941	77981875	134	77981675	77982075	peak.6192
peak.1460	chr11	77985100	77985233	77985167	134	77984967	77985367	peak.6193
peak.1461	chr11	78072823	78072956	78072890	134	78072690	78073090	peak.6194
peak.1462	chr11	78183554	78183687	78183621	134	78183421	78183821	peak.6195
peak.1463	chr11	78342593	78342726	78342660	134	78342460	78342860	peak.6196
peak.1464	chr11	78345409	78345542	78345476	134	78345276	78345676	peak.6197
peak.1465	chr11	78346513	78346646	78346580	134	78346380	78346780	peak.6198
peak.1466	chr11	78347543	78347676	78347610	134	78347410	78347810	peak.6199
peak.1467	chr11	78498951	78499084	78499018	134	78498818	78499218	peak.6200
peak.1468	chr11	78600347	78600480	78600414	134	78600214	78600614	peak.6201
peak.1469	chr11	78652088	78652221	78652155	134	78651955	78652355	peak.6202
peak.1470	chr11	78697826	78697959	78697893	134	78697693	78698093	peak.6203
peak.1471	chr11	78754949	78755082	78755016	134	78754816	78755216	
peak.1472	chr11	78762368	78762501	78762435	134	78762235	78762635	peak.6205
peak.1473	chr11	78783027	78783160	78783094	134	78782894	78783294	peak.6206
peak.1474	chr11	78809732	78809865	78809799	134	78809599	78809999	peak.6207
peak.1475	chr11	78820356	78820489	78820423	134	78820223	78820623	peak.6208
peak.1476	chr11	78836624	78836757	78836691	134	78836491	78836891	peak.6209
peak.1477	chr11	79001965	79002098	79002032	134	79001832	79002232	peak.6210
peak.1478	chr11	79364663	79364796	79364730	134	79364530	79364930	peak.6211
peak.1479	chr11	79749288	79749421	79749355	134	79749155	79749555	peak.6212
peak.1480	chr11	79779933	79780066	79780000	134	79779800	79780200	peak.6213
peak.1481	chr11	79789419	79789552	79789486	134	79789286	79789686	peak.6214
peak.1482	chr11	79928417	79928550	79928484	134	79928284	79928684	peak.6215
peak.1483	chr11	79962353	79962486	79962420	134	79962220	79962620	peak.6216
peak.1484	chr11	80071824	80071957	80071891	134	80071691	80072091	peak.6217
peak.1485	chr11	80079903	80080036	80079970	134	80079770	80080170	peak.6218
peak.1486	chr11	80081859	80081992	80081926	134	80081726	80082126	peak.6219
peak.1487	chr11	80212449	80212582	80212516	134	80212316	80212716	peak.6220
peak.1488	chr11	80221366	80221499	80221433	134	80221233	80221633	peak.6221
peak.1489	chr11	80238439	80238572	80238506	134	80238306	80238706	peak.6222
peak.1490	chr11	80250694	80250827	80250761	134	80250561	80250961	peak.6223
peak.1491	chr11	80332598	80332731	80332665	134	80332465	80332865	peak.6224
peak.1492	chr11	80348212	80348345	80348279	134	80348079	80348479	peak.6225
peak.1493	chr11	80383148	80383281	80383215	134	80383015	80383415	peak.6226
peak.1494	chr11	80428386	80428519	80428453	134	80428253	80428653	peak.6227
peak.1495	chr11	80578388	80578521	80578455	134	80578255	80578655	peak.6228
peak.1496	chr11	80591064	80591197	80591131	134	80590931	80591331	peak.6229
peak.1497	chr11	80662375	80662508	80662442	134	80662242	80662642	peak.6230
peak.1498	chr11	81582325	81582458	81582392	134	81582192	81582592	peak.6231
peak.1499	chr11	81926563	81926696	81926630	134	81926430	81926830	peak.6232
peak.1500	chr11	82021885	82022018	82021952	134	82021752	82022152	peak.6233
peak.1501	chr11	82171904	82172037	82171971	134	82171771	82172171	
peak.1502	chr11	82226079	82226212	82226146	134	82225946	82226346	peak.6235
peak.1503	chr11	82329040	82329173	82329107	134	82328907	82329307	peak.6236
peak.1504	chr11	82618570	82618703	82618637	134	82618437	82618837	peak.6237
peak.1505	chr11	82868072	82868205	82868139	134	82867939	82868339	peak.6238
peak.1506	chr11	83291594	83291727	83291661	134	83291461	83291861	
peak.1507	chr11	83341931	83342064	83341998	134	83341798	83342198	peak.6240
peak.1508	chr11	83404186	83404319	83404253	134	83404053	83404453	peak.6241
peak.1509	chr11	83967557	83967690	83967624	134	83967424	83967824	peak.6242
peak.1510	chr11	84214733	84214866	84214800	134	84214600	84215000	peak.6243
peak.1511	chr11	84244171	84244304	84244238	134	84244038	84244438	peak.6244
peak.1512	chr11	84367128	84367261	84367195	134	84366995	84367395	peak.6245
peak.1513	chr11	84540099	84540232	84540166	134	84539966	84540366	peak.6246
peak.1514	chr11	84866769	84866902	84866836	134	84866636	84867036	peak.6247
peak.1515	chr11	84874023	84874156	84874090	134	84873890	84874290	peak.6248
peak.1516	chr11	85006493	85006626	85006560	134	85006360	85006760	peak.6249
peak.1517	chr11	85037989	85038122	85038056	134	85037856	85038256	peak.6250
peak.1518	chr11	85125706	85125839	85125773	134	85125573	85125973	peak.6251
peak.1519	chr11	85141875	85142008	85141942	134	85141742	85142142	peak.6252
peak.1520	chr11	85154729	85154862	85154796	134	85154596	85154996	peak.6253
peak.1521	chr11	85313043	85313176	85313110	134	85312910	85313310	peak.6254
peak.1522	chr11	85319646	85319779	85319713	134	85319513	85319913	peak.6255
peak.1523	chr11	85343095	85343228	85343162	134	85342962	85343362	peak.6256
peak.1524	chr11	85683939	85684072	85684006	134	85683806	85684206	peak.6257
peak.1525	chr11	85764837	85764970	85764904	134	85764704	85765104	peak.6258
peak.1526	chr11	86038632	86038765	86038699	134	86038499	86038899	peak.6259
peak.1527	chr11	86257505	86257638	86257572	134	86257372	86257772	peak.6260
peak.1528	chr11	86334120	86334253	86334187	134	86333987	86334387	peak.6261
peak.1529	chr11	86358275	86358408	86358342	134	86358142	86358542	peak.6262
peak.1530	chr11	86544801	86544934	86544868	134	86544668	86545068	peak.6263
peak.1531	chr11	86607396	86607529	86607463	134	86607263	86607663	peak.6264
peak.1532	chr11	86698660	86698793	86698727	134	86698527	86698927	peak.6265
peak.1533	chr11	86700804	86700937	86700871	134	86700671	86701071	peak.6266
peak.1534	chr11	86840716	86840849	86840783	134	86840583	86840983	peak.6267
peak.1535	chr11	86962110	86962243	86962177	134	86961977	86962377	peak.6268
peak.1536	chr11	86978929	86979062	86978996	134	86978796	86979196	peak.6269
peak.1537	chr11	86987989	86988122	86988056	134	86987856	86988256	peak.6270
peak.1538	chr11	87109115	87109248	87109182	134	87108982	87109382	peak.6271
peak.1539	chr11	87323439	87323572	87323506	134	87323306	87323706	peak.6272
peak.1540	chr11	87422791	87422924	87422858	134	87422658	87423058	peak.6273
peak.1541	chr11	87426542	87426675	87426609	134	87426409	87426809	peak.6274
peak.1542	chr11	87577883	87578016	87577950	134	87577750	87578150	
peak.1543	chr11	87591781	87591914	87591848	134	87591648	87592048	peak.6276
peak.1544	chr11	88009877	88010010	88009944	134	88009744	88010144	peak.6277
peak.1545	chr11	88020820	88020953	88020887	134	88020687	88021087	peak.6278
peak.1546	chr11	88059226	88059359	88059293	134	88059093	88059493	peak.6279
peak.1547	chr11	88086993	88087126	88087060	134	88086860	88087260	peak.6280
peak.1548	chr11	88140434	88140567	88140501	134	88140301	88140701	peak.6281
peak.1549	chr11	88161305	88161438	88161372	134	88161172	88161572	peak.6282
peak.1550	chr11	88185025	88185158	88185092	134	88184892	88185292	peak.6283
peak.1551	chr11	88186213	88186346	88186280	134	88186080	88186480	peak.6284
peak.1552	chr11	88187221	88187354	88187288	134	88187088	88187488	peak.6285
peak.1553	chr11	88431378	88431511	88431445	134	88431245	88431645	peak.6286
peak.1554	chr11	88438477	88438610	88438544	134	88438344	88438744	peak.6287
peak.1555	chr11	88455351	88455484	88455418	134	88455218	88455618	peak.6288
peak.1556	chr11	88512771	88512904	88512838	134	88512638	88513038	peak.6289
peak.1557	chr11	88547629	88547762	88547696	134	88547496	88547896	peak.6290
peak.1558	chr11	88585344	88585477	88585411	134	88585211	88585611	peak.6291
peak.1559	chr11	88664617	88664750	88664684	134	88664484	88664884	peak.6292
peak.1560	chr11	88717113	88717246	88717180	134	88716980	88717380	peak.6293
peak.1561	chr11	88868425	88868558	88868492	134	88868292	88868692	peak.6294
peak.1562	chr11	88873521	88873654	88873588	134	88873388	88873788	peak.6295
peak.1563	chr11	88884828	88884961	88884895	134	88884695	88885095	peak.6296
peak.1564	chr11	88905799	88905932	88905866	134	88905666	88906066	peak.6297
peak.1565	chr11	89056123	89056256	89056190	134	89055990	89056390	peak.6298
peak.1566	chr11	89058685	89058818	89058752	134	89058552	89058952	peak.6299
peak.1567	chr11	89062903	89063036	89062970	134	89062770	89063170	peak.6300
peak.1568	chr11	89066842	89066975	89066909	134	89066709	89067109	peak.6301
peak.1569	chr11	89299090	89299223	89299157	134	89298957	89299357	peak.6302
peak.1570	chr11	89452912	89453045	89452979	134	89452779	89453179	peak.6303
peak.1571	chr11	89455710	89455843	89455777	134	89455577	89455977	peak.6304
peak.1572	chr11	89501904	89502037	89501971	134	89501771	89502171	peak.6305
