peak.id	seqnames	start	end	width	strand	WT	E80A	K88N	R90W	chip.e80a.lfc	chip.e80a.p.value	chip.e80a.fdr	chip.k88n.lfc	chip.k88n.p.value	chip.k88n.fdr	chip.r90w.lfc	chip.r90w.p.value	chip.r90w.fdr
peak.1110	chr11	4086175	4086575	401	*	80.68137791	93.73457345	14.4131885	28.1857917	0.075485675	0.661185087	0.937360808	-2.174184209	0.001729744	0.003249302	-1.581484586	0.013125146	0.017772543
peak.1111	chr11	4096530	4096930	401	*	65.67088899	53.96839077	12.01099042	18.38203807	-0.058877659	0.748770158	0.964010547	-2.108067266	0.004510854	0.007334334	-1.844349998	0.008109553	0.011558875
peak.1112	chr11	4121248	4121648	401	*	75.99060012	29.35123007	6.005495209	12.25469205	-0.775656737	0.036173703	0.17198252	-3.222461425	5.52E-05	0.000196346	-2.605111864	0.000147449	0.000431978
peak.1113	chr11	4122722	4123122	401	*	206.3942225	171.373311	4.804396167	18.38203807	-0.062792013	0.683091571	0.943801515	-4.824509312	7.58E-09	2.90E-07	-3.459587718	4.50E-08	2.60E-06
peak.1114	chr11	4627629	4628029	401	*	107.8878891	128.7666868	14.4131885	9.803753636	0.083682441	0.64176641	0.929833089	-2.590183931	0.000291486	0.000746132	-3.33757152	8.17E-06	5.45E-05
peak.1115	chr11	4704425	4704825	401	*	104.1352668	110.7772232	12.01099042	25.7348533	0.041204698	0.817279116	0.977002269	-2.725216874	0.000246211	0.000651965	-1.99965908	0.003076644	0.004995078
peak.1116	chr11	4735342	4735742	401	*	75.05244456	115.5112925	8.407693293	17.15656886	0.231471334	0.286200606	0.641166564	-2.780704386	0.000272386	0.000708304	-2.127597834	0.001633911	0.002926159
peak.1117	chr11	4808441	4808841	401	*	77.86691123	9.468138732	10.80989138	8.578284432	-2.165935222	0.000111333	0.00358894	-2.511646419	0.000633769	0.001406595	-3.08534849	4.76E-05	0.000186629
peak.1118	chr11	4901970	4902370	401	*	204.5179114	115.5112925	12.01099042	28.1857917	-0.292195894	0.212084652	0.539512626	-3.676900083	2.35E-07	3.24E-06	-2.86744834	6.56E-06	4.72E-05
peak.1119	chr11	4923554	4923954	401	*	94.75371126	50.18113528	12.01099042	19.60750727	-0.369933961	0.14643539	0.43145123	-2.665197087	0.000104331	0.000327832	-2.290058313	0.000287614	0.000726169
peak.1120	chr11	4931157	4931557	401	*	118.2076002	152.4370336	8.407693293	25.7348533	0.10602296	0.667443072	0.939181593	-3.187079784	0.000961897	0.00198238	-2.160647195	0.014024406	0.018870667
peak.1121	chr11	4967572	4967972	401	*	33.77360005	60.59608788	9.608792334	12.25469205	0.229661275	0.422186591	0.788409284	-1.400857421	0.178541829	0.197905667	-1.46860209	0.140809573	0.157699023
peak.1122	chr11	4992437	4992837	401	*	341.4886228	324.7571585	21.61978275	34.31313773	-0.003904966	0.979523204	0.998540345	-3.629634518	1.44E-08	4.40E-07	-3.322711345	4.54E-08	2.60E-06
peak.1123	chr11	4996577	4996977	401	*	102.2589557	84.26643471	10.80989138	14.70563045	-0.061911409	0.72308502	0.955175535	-2.866862158	0.000100286	0.000317591	-2.773710537	7.23E-05	0.000252058
peak.1124	chr11	5009723	5010123	401	*	60.04195565	76.69192373	14.4131885	17.15656886	0.118326314	0.502175481	0.853823534	-1.798291345	0.007683809	0.011553328	-1.879629907	0.004029568	0.006273746
peak.1125	chr11	5292271	5292671	401	*	28.14466671	68.17059887	9.608792334	8.578284432	0.723410466	0.046116945	0.202216063	-1.286677409	0.090597045	0.105877825	-1.776479248	0.021340816	0.027601013
peak.1126	chr11	5540344	5540744	401	*	140.7233336	128.7666868	13.21208946	9.803753636	-0.020881833	0.897327591	0.99379498	-3.048173756	1.31E-05	6.46E-05	-3.703627263	3.76E-07	8.26E-06
peak.1127	chr11	5542109	5542509	401	*	67.54720011	67.223785	12.01099042	4.901876818	0.010244178	0.94964828	0.997729629	-2.199478935	0.001822314	0.003391442			
peak.1128	chr11	5563009	5563409	401	*	108.8260446	64.38334338	21.61978275	19.60750727	-0.253834734	0.256426712	0.604746326	-2.061899368	0.001666487	0.00314606	-2.426252033	0.000206907	0.000559184
peak.1129	chr11	5649956	5650356	401	*	17.82495558	83.31962084	7.206594251	9.803753636	1.705055481	0.000812184	0.013534572	-1.087915186	0.178148193	0.197491604	-0.929357038	0.215649575	0.23534983
peak.1130	chr11	5837899	5838299	401	*	20.63942225	39.76618267	13.21208946	11.02922284	0.430198665	0.12742867	0.393245036	-0.457455845	0.516047367	0.536283449	-1.009514103	0.159468687	0.177258531
peak.1131	chr11	5975087	5975487	401	*	182.9403336	157.1711029	9.608792334	37.98954534	-0.043739253	0.78472134	0.970976619	-3.831104182	1.67E-07	2.51E-06	-2.301634726	0.000160981	0.000460507
peak.1132	chr11	6292334	6292734	401	*	69.42351122	67.223785	8.407693293	14.70563045	0.00096123	0.995505311	0.999138671	-2.664036854	0.0005392	0.001234035	-2.199763141	0.001551987	0.002799327
peak.1133	chr11	6434444	6434844	401	*	98.50633349	19.88309134	6.005495209	9.803753636	-1.685730751	0.000988174	0.015396343	-3.555719344	1.20E-05	5.99E-05	-3.211551919	1.00E-05	6.26E-05
peak.1134	chr11	6443530	6443930	401	*	87.2484668	53.0215769	6.005495209	14.70563045	-0.230875649	0.286671586	0.641166564	-3.396678384	2.66E-05	0.000112048	-2.557636728	0.000165667	0.000470761
peak.1135	chr11	6497219	6497619	401	*	136.9707113	208.2990521	8.407693293	29.41126091	0.236821456	0.258196794	0.606815215	-3.602352032	1.18E-06	1.04E-05	-2.286416964	0.000195177	0.00053513
peak.1136	chr11	6514909	6515309	401	*	162.3009114	145.8093365	10.80989138	22.05844568	-0.027711114	0.868474941	0.986054158	-3.484874313	2.08E-06	1.56E-05	-2.892497553	1.37E-05	7.80E-05
peak.1137	chr11	6605853	6606253	401	*	38.46437784	106.9899677	9.608792334	11.02922284	0.98274344	0.017818329	0.106563148	-1.703514578	0.023553584	0.031239558	-1.842750105	0.011593724	0.015915874
peak.1138	chr11	6738515	6738915	401	*	255.1783115	302.9804394	237.8176103	95.58659796	0.083651121	0.604869177	0.912911448	0.075330448	0.8932069	0.90044194	-1.549368095	0.00644843	0.009436071
peak.1139	chr11	7056211	7056611	401	*	287.0756005	124.9794313	32.42967413	42.89142216	-0.573747691	0.073854744	0.278534652	-2.824195646	1.52E-05	7.27E-05	-2.812617433	9.91E-06	6.21E-05
peak.1140	chr11	7404795	7405195	401	*	96.63002238	157.1711029	7.206594251	9.803753636	0.269538127	0.250380662	0.596466353	-3.284998735	4.43E-05	0.000165318	-3.204689059	2.27E-05	0.000111653
peak.1141	chr11	11982907	11983307	401	*	188.569267	9.468138732	7.206594251	30.63673011	-3.19374281	1.54E-08	1.38E-05	-4.210921215	6.57E-08	1.26E-06	-2.642224032	2.62E-05	0.000122166
peak.1142	chr11	12370958	12371358	401	*	186.6929559	97.52182894	63.65824922	30.63673011	-0.384105639	0.135213315	0.408063452	-1.317878226	0.023523988	0.031204512	-2.647320474	1.34E-05	7.65E-05
peak.1143	chr11	16951039	16951439	401	*	84.43400013	100.3622706	8.407693293	19.60750727	0.083494394	0.629501475	0.925012479	-2.938149003	0.000106269	0.000332221	-2.081562359	0.001534191	0.002770787
peak.1144	chr11	17051606	17052006	401	*	78.80506679	73.85148211	21.61978275	17.15656886	-0.011054739	0.946798098	0.997345463	-1.59971681	0.015453671	0.021484798	-2.212188545	0.001009837	0.001962972
peak.1145	chr11	17052279	17052679	401	*	39.4025334	62.48971563	4.804396167	13.48016125	0.251358794	0.252839484	0.600018009	-2.636956667	0.00186068	0.003451738	-1.654110348	0.015347928	0.020472233
peak.1146	chr11	17163940	17164340	401	*	210.1468448	50.18113528	54.04945688	23.28391489	-1.639408618	0.000485964	0.009332019	-1.726452027	0.002117767	0.003841677	-3.158679453	1.52E-07	4.99E-06
peak.1147	chr11	17167505	17167905	401	*	119.1457557	71.01104049	9.608792334	15.93109966	-0.238220243	0.282656914	0.638464923	-3.222698162	1.62E-05	7.60E-05	-2.885045349	2.72E-05	0.000125549
peak.1148	chr11	17211481	17211881	401	*	79.74322235	91.8409457	8.407693293	13.48016125	0.070607587	0.684458594	0.943801515	-2.861955492	0.000184906	0.000520216	-2.570897662	0.000255321	0.000660959
peak.1149	chr11	17353662	17354062	401	*	42.21700007	190.3095885	12.01099042	14.70563045	1.789453348	0.000224928	0.005729262	-1.557733602	0.026422428	0.034614965	-1.560441948	0.020227105	0.026305938
peak.1150	chr11	17942209	17942609	401	*	80.68137791	163.7988001	10.80989138	19.60750727	0.53191834	0.078890256	0.289707641	-2.577562907	0.00032908	0.000821614	-2.03130546	0.001743007	0.003088904
peak.1151	chr11	18911369	18911769	401	*	40.34068895	16.09583584	55.25055592	9.803753636	-0.611118657	0.073374834	0.277395729	0.595118332	0.336397775	0.358260716	-2.051344857	0.005232668	0.007870215
peak.1152	chr11	18916716	18917116	401	*	94.75371126	64.38334338	78.07143772	9.803753636	-0.153954086	0.433638246	0.799023449	-0.089900982	0.88370732	0.891230934	-3.129995638	1.99E-05	0.000102125
peak.1153	chr11	18930033	18930433	401	*	12.19602224	12.30858035	158.5450735	17.15656886	0.01131851	0.956134254	0.997926674	3.658430949	2.33E-08	6.16E-07	0.295318845	0.680485992	0.698386041
peak.1154	chr11	18964363	18964763	401	*	132.2799335	33.13848556	43.2395655	30.63673011	-1.463242776	0.002473049	0.028405398	-1.378734388	0.024806494	0.032742307	-2.216172932	0.000411151	0.00095679
peak.1155	chr11	19013166	19013566	401	*	69.42351122	50.18113528	6.005495209	13.48016125	-0.123501055	0.496820579	0.851593434	-3.096753318	0.000109824	0.000341274	-2.365307497	0.000491715	0.001099259
peak.1156	chr11	19018690	19019090	401	*	121.9602224	122.1389896	14.4131885	14.70563045	0.015213448	0.929150302	0.996084524	-2.722304285	0.000137332	0.000409824	-2.999452878	2.17E-05	0.000107928
peak.1157	chr11	19020316	19020716	401	*	61.91826676	65.33015725	8.407693293	22.05844568	0.033390233	0.845061862	0.981851783	-2.520818518	0.001011509	0.002067171	-1.580342363	0.017077952	0.022589859
peak.1158	chr11	19093464	19093864	401	*	100.3826446	39.76618267	9.608792334	19.60750727	-0.738449801	0.039421637	0.181846352	-3.017282912	3.01E-05	0.000122499	-2.37417464	0.000212304	0.000571374
peak.1159	chr11	19181518	19181918	401	*	78.80506679	53.96839077	6.005495209	8.578284432	-0.149921064	0.440977209	0.805141675	-3.255449081	6.51E-05	0.000223765	-3.108425805	3.59E-05	0.000152438
peak.1160	chr11	20830324	20830724	401	*	74.11428901	101.3090844	8.407693293	3.676407614	0.153411028	0.429184756	0.794978244	-2.763454377	0.000304568	0.000772777			
peak.1161	chr11	20843586	20843986	401	*	35.64991117	47.34069366	10.80989138	4.901876818	0.135980657	0.465956045	0.82664739	-1.464830104	0.039687025	0.049986674			
peak.1162	chr11	20850169	20850569	401	*	283.3229782	279.3100926	10.80989138	37.98954534	0.007980401	0.960141212	0.998213852	-4.269551274	3.94E-09	1.97E-07	-2.959635982	2.00E-06	2.16E-05
peak.1163	chr11	20872425	20872825	401	*	118.2076002	106.0431538	8.407693293	7.352815227	-0.028664036	0.860205501	0.984357795	-3.398547634	7.00E-06	3.93E-05	-3.772523306	7.78E-07	1.28E-05
peak.1164	chr11	21034261	21034661	401	*	159.4864447	106.9899677	8.407693293	18.38203807	-0.155297257	0.437320275	0.802338672	-3.76387553	1.39E-06	1.18E-05	-3.049576148	9.83E-06	6.20E-05
peak.1165	chr11	21060406	21060806	401	*	111.6405113	17.04264972	18.01648563	30.63673011	-1.986767625	0.000222954	0.005708551	-2.304692641	0.000845716	0.001780151	-1.932007384	0.003043584	0.004947837
peak.1166	chr11	21571919	21572319	401	*	160.4246003	196.9372856	26.42417892	35.53860693	0.099153103	0.570345053	0.892711212	-2.295094378	0.000374937	0.000913882	-2.208259523	0.000405957	0.000948068
peak.1167	chr11	22286939	22287339	401	*	90.06293348	99.41545668	16.81538659	12.25469205	0.054902702	0.766442849	0.967003859	-2.08417926	0.004019592	0.006636545	-2.791815206	0.000178715	0.000499326
peak.1168	chr11	22499226	22499626	401	*	48.78408897	94.68138732	9.608792334	13.48016125	0.467065226	0.101998409	0.34238592	-2.051096801	0.005078199	0.008119834	-1.931965352	0.004946453	0.00749823
peak.1169	chr11	22692444	22692844	401	*	106.0115779	95.62820119	10.80989138	26.9603225	-0.022686937	0.893862929	0.992446501	-2.905378191	8.28E-05	0.000271833	-2.022586167	0.002032992	0.003512897
peak.1170	chr11	22742233	22742633	401	*	214.8376226	217.7671908	72.06594251	42.89142216	0.017620516	0.911462868	0.994727819	-1.335234889	0.025743416	0.033847188	-2.360237233	0.000108895	0.000344042
peak.1171	chr11	22745356	22745756	401	*	146.3522669	165.6924278	69.66374442	47.79329898	0.064590874	0.715235646	0.954294596	-0.84157145	0.186011067	0.205489979	-1.752005737	0.006369247	0.009332704
peak.1172	chr11	22978758	22979158	401	*	72.23797789	136.3411977	34.83187221	15.93109966	0.438547627	0.114663223	0.370723054	-0.839891982	0.180916461	0.200334569	-2.15167781	0.001356088	0.002500573
peak.1173	chr11	22982141	22982541	401	*	55.35117787	54.91520464	9.608792334	9.803753636	0.011981473	0.961240349	0.998372598	-2.026501801	0.038400289	0.048553452	-2.283562469	0.016428999	0.021816575
peak.1174	chr11	22989798	22990198	401	*	247.6730671	234.8098405	19.21758467	24.50938409	-0.008096565	0.957545573	0.997926674	-3.338930896	2.44E-07	3.33E-06	-3.312598426	1.12E-07	4.18E-06
peak.1175	chr11	23007510	23007910	401	*	179.1877114	156.2242891	19.21758467	18.38203807	-0.039848585	0.803375263	0.974917993	-2.894059785	1.09E-05	5.55E-05	-3.223503223	8.64E-07	1.35E-05
peak.1176	chr11	23009441	23009841	401	*	89.12477792	55.86201852	12.01099042	12.25469205	-0.21669266	0.303386111	0.663012279	-2.590705722	0.000230666	0.000619816	-2.77916587	5.50E-05	0.000207216
peak.1177	chr11	23010751	23011151	401	*	116.3312891	111.724037	3.603297125	9.803753636	0.000826822	0.997385364	0.999336161				-3.2162341	0.001082588	0.002076069
peak.1178	chr11	23012345	23012745	401	*	121.0220669	103.2027122	9.608792334	18.38203807	-0.04665244	0.787822466	0.971025509	-3.238738959	1.85E-05	8.49E-05	-2.671649545	9.06E-05	0.00029897
peak.1179	chr11	23067888	23068288	401	*	99.44448905	133.5007561	8.407693293	20.83297648	0.148755678	0.426297638	0.792234491	-3.159986741	2.68E-05	0.000112439	-2.278568513	0.000446201	0.001020482
peak.1180	chr11	23355726	23356126	401	*	58.16564454	59.64927401	19.21758467	15.93109966	0.021768077	0.89991519	0.994207635	-1.353967057	0.047902368	0.059205039	-1.967993834	0.004765475	0.007259707
peak.1181	chr11	23981837	23982237	401	*	52.53671119	94.68138732	16.81538659	15.93109966	0.234843348	0.409760647	0.775359254	-1.283043183	0.197917729	0.21747062	-1.720298367	0.076619996	0.089596551
peak.1182	chr11	24993127	24993527	401	*	15.01048891	8.521324859	97.28902239	6.127346023	-0.248246677	0.334071448	0.699444309	2.696416651	3.18E-05	0.000127885	-1.283725959	0.11697457	0.132667433
peak.1183	chr11	25174865	25175265	401	*	91.93924459	156.2242891	40.83736742	52.6951758	0.325948417	0.176862072	0.484240571	-0.955421236	0.118433446	0.135368244	-0.97821098	0.102297806	0.117115979
peak.1184	chr11	25178406	25178806	401	*	9.38155557	10.41495261	93.68572526	4.901876818	0.045410765	0.835301696	0.979986861	3.26792195	2.34E-06	1.72E-05			
peak.1185	chr11	26005826	26006226	401	*	11.25786668	10.41495261	251.0296997	17.15656886	-0.01905332	0.929236922	0.996084524	4.385043527	7.51E-11	1.89E-08	0.380485577	0.604902416	0.624530143
peak.1186	chr11	26108627	26109027	401	*	188.569267	86.16006246	122.5121023	36.76407614	-0.54647933	0.075559065	0.282792815	-0.421155138	0.469037311	0.48955147	-2.421369058	7.43E-05	0.000257101
peak.1187	chr11	29140411	29140811	401	*	39.4025334	64.38334338	9.608792334	11.02922284	0.274484918	0.23357306	0.570508592	-1.765211372	0.016809218	0.023140329	-1.887814805	0.00824921	0.011734119
peak.1188	chr11	29172651	29173051	401	*	74.11428901	52.07476303	9.608792334	20.83297648	-0.136909207	0.477518652	0.83696109	-2.588962627	0.000518261	0.001192776	-1.928215113	0.003788779	0.005957345
peak.1189	chr11	29247219	29247619	401	*	59.10380009	99.41545668	12.01099042	17.15656886	0.296713037	0.215128094	0.543976881	-2.000897315	0.005604589	0.008833652	-1.863736006	0.006398399	0.009372624
peak.1190	chr11	29506040	29506440	401	*	46.90777785	175.1605665	14.4131885	15.93109966	1.569047676	0.000756002	0.012882168	-1.47261622	0.026871923	0.035128938	-1.633100058	0.011953477	0.016354938
peak.1191	chr11	29548014	29548414	401	*	210.1468448	178.947822	28.826377	42.89142216	-0.047579769	0.76354155	0.967003859	-2.568817366	3.76E-05	0.000145662	-2.377485668	7.49E-05	0.000258583
peak.1192	chr11	29692616	29693016	401	*	44.09331118	44.50025204	6.005495209	13.48016125	0.016759016	0.919463807	0.996084524	-2.49730145	0.001955635	0.003592638	-1.793717096	0.009126653	0.012850243
peak.1193	chr11	29718448	29718848	401	*	136.9707113	168.5328694	14.4131885	30.63673011	0.099174869	0.554676131	0.88422022	-2.910242443	1.56E-05	7.39E-05	-2.198950201	0.00031709	0.000779407
peak.1194	chr11	29735866	29736266	401	*	100.3826446	90.89413183	12.01099042	14.70563045	-0.023671538	0.886236931	0.991375825	-2.713989611	0.000147055	0.000433665	-2.717523982	7.46E-05	0.000258114
peak.1195	chr11	30025937	30026337	401	*	77.86691123	89.00050408	16.81538659	18.38203807	0.068352566	0.685908643	0.944070409	-1.929342965	0.004230239	0.006937732	-2.081543867	0.001599551	0.002872998
peak.1196	chr11	30197943	30198343	401	*	53.47486675	62.48971563	10.80989138	7.352815227	0.058522982	0.831193466	0.979773907	-1.712025709	0.132571878	0.150097502	-2.394101517	0.030708458	0.038510913
peak.1197	chr11	30657133	30657533	401	*	41.27884451	57.75564626	14.4131885	11.02922284	0.167406768	0.396610655	0.764603128	-1.28497796	0.062688219	0.075644399	-1.923457046	0.006922243	0.010038273
peak.1198	chr11	30953481	30953881	401	*	115.3931335	26.51078845	37.2340703	11.02922284	-1.589140646	0.00122813	0.017550837	-1.402892157	0.020525106	0.027659381	-3.299321852	2.27E-06	2.33E-05
peak.1199	chr11	30986737	30987137	401	*	26.2683556	72.90466824	12.01099042	6.127346023	0.892344642	0.027864906	0.143588969	-0.881733421	0.24292088	0.263823936	-1.96123481	0.017211936	0.022745666
peak.1200	chr11	31671859	31672259	401	*	101.3208002	48.28750753	16.81538659	17.15656886	-0.471464848	0.103100718	0.344540938	-2.291341313	0.000586036	0.001322751	-2.576556088	9.59E-05	0.000311775
peak.1201	chr11	31734119	31734519	401	*	12.19602224	13.25539422	106.8978147	17.15656886	0.044709711	0.834512551	0.979986861	3.120905903	6.81E-06	3.85E-05	0.257882233	0.730155218	0.746245957
peak.1202	chr11	31936936	31937336	401	*	29.08282227	79.53236535	12.01099042	22.05844568	1.004046899	0.014777041	0.094404073	-1.051497081	0.133500739	0.151079566	-0.564208513	0.378399497	0.400476195
peak.1203	chr11	32020048	32020448	401	*	73.17613345	151.4902197	7.206594251	14.70563045	0.562582589	0.07203643	0.273777418	-2.941513509	0.000162415	0.000469389	-2.319618356	0.000673986	0.001410522
peak.1204	chr11	32075038	32075438	401	*	128.5273113	22.72353296	15.61428754	15.93109966	-1.88956663	0.000253687	0.006220077	-2.718895425	6.41E-05	0.00022107	-2.942531438	1.12E-05	6.74E-05
peak.1205	chr11	34169423	34169823	401	*	94.75371126	21.77671908	7.206594251	9.803753636	-1.577820716	0.001385189	0.019128055	-3.310554022	1.48E-05	7.09E-05	-3.160120995	7.74E-06	5.26E-05
peak.1206	chr11	34341650	34342050	401	*	14.07233336	43.55343817	9.608792334	6.127346023	1.05080419	0.015714521	0.098879784	-0.384761455	0.614812209	0.633431168	-1.252134932	0.125486119	0.14155341
peak.1207	chr11	35318182	35318582	401	*	71.29982234	80.47917922	57.65275401	26.9603225	0.064246073	0.712920957	0.953405719	-0.117684565	0.850765708	0.859684321	-1.422582164	0.028332432	0.035791401
peak.1208	chr11	35497963	35498363	401	*	102.2589557	78.58555147	16.81538659	28.1857917	-0.093790475	0.583768778	0.900331705	-2.306211191	0.000506312	0.001170756	-1.914869054	0.002022281	0.003495616
peak.1209	chr11	35607249	35607649	401	*	95.69186682	44.50025204	12.01099042	24.50938409	-0.481949999	0.103259358	0.344735487	-2.654472564	0.000198517	0.000549655	-2.00889505	0.001860584	0.00326083
peak.1210	chr11	35769207	35769607	401	*	60.04195565	58.70246014	6.005495209	15.93109966	0.00428798	0.979006272	0.998540345	-2.909792117	0.000314497	0.000792448	-1.98167007	0.003153648	0.00509308
peak.1211	chr11	35819273	35819673	401	*	10.31971113	53.0215769	13.21208946	6.127346023	1.775787439	0.000758843	0.012908214	0.461222939	0.541847459	0.56147455	-0.811051158	0.330633208	0.352465109
peak.1212	chr11	35873862	35874262	401	*	277.6940449	279.3100926	48.04396167	56.37158341	0.0157126	0.921830325	0.996084524	-2.234201483	0.000292622	0.000748634	-2.352062487	0.00010594	0.000336869
peak.1213	chr11	35913578	35913978	401	*	5.628933342	15.14902197	132.1208946	14.70563045	0.584808377	0.099906222	0.338339812	4.375622392	9.32E-09	3.25E-07	1.099423949	0.174930667	0.193184131
peak.1214	chr11	36830617	36831017	401	*	9.38155557	12.30858035	199.3824409	7.352815227	0.112681164	0.618325016	0.919028202	4.285547246	6.44E-10	6.03E-08	-0.484988962	0.559111487	0.579382814
peak.1215	chr11	42843706	42844106	401	*	140.7233336	55.86201852	7.206594251	44.11689136	-0.722529559	0.042580299	0.192305697	-3.814767889	9.75E-07	9.12E-06	-1.739623513	0.004376699	0.006733942
peak.1216	chr11	43227717	43228117	401	*	28.14466671	108.8835954	14.4131885	18.38203807	1.471061239	0.002744428	0.030334163	-0.745492742	0.304584744	0.326324202	-0.798319749	0.255552198	0.276473285
peak.1217	chr11	43240109	43240509	401	*	215.7757781	71.95785436	12.01099042	61.27346023	-1.009884684	0.015867012	0.099302646	-3.762282764	1.71E-07	2.56E-06	-1.919750608	0.001730132	0.003068301
peak.1218	chr11	43544820	43545220	401	*	96.63002238	142.9688949	7.206594251	24.50938409	0.207867014	0.325347062	0.690589879	-3.305420932	3.16E-05	0.000127064	-2.045416245	0.001948151	0.003390854
peak.1219	chr11	43608459	43608859	401	*	10.31971113	12.30858035	105.6967157	9.803753636	0.080554147	0.708982442	0.952153445	3.327001283	8.62E-07	8.32E-06	-0.235567761	0.763229736	0.778269526
peak.1220	chr11	44514543	44514943	401	*	46.90777785	66.27697112	13.21208946	15.93109966	0.168905396	0.380357798	0.746591709	-1.583554349	0.020717375	0.027887901	-1.566128667	0.016869368	0.022334989
peak.1221	chr11	44519953	44520353	401	*	76.92875568	96.57501506	9.608792334	15.93109966	0.093789567	0.719793188	0.955098219	-2.392840618	0.020037445	0.027061561	-2.058798574	0.03383722	0.042090576
peak.1222	chr11	44531717	44532117	401	*	16.88680003	46.39387979	7.206594251	14.70563045	0.892996824	0.026501232	0.138323344	-0.995194484	0.213813355	0.233839033	-0.407640405	0.565405193	0.585534428
peak.1223	chr11	44544237	44544637	401	*	107.8878891	105.0963399	15.61428754	6.127346023	0.002987666	0.986254953	0.998756873	-2.444392142	0.000591454	0.001332228	-3.837707514	2.55E-06	2.52E-05
peak.1224	chr11	44547845	44548245	401	*	189.5074225	274.5760232	9.608792334	23.28391489	0.193015715	0.322175264	0.687120867	-3.878697735	8.05E-08	1.47E-06	-2.997479598	1.74E-06	2.01E-05
peak.1225	chr11	44549565	44549965	401	*	67.54720011	85.21324859	8.407693293	12.25469205	0.113939493	0.544417878	0.879946832	-2.632855531	0.000686423	0.001501068	-2.478357859	0.00062824	0.001332942
peak.1226	chr11	44561713	44562113	401	*	113.5168224	190.3095885	19.21758467	28.1857917	0.323338329	0.171562339	0.475021379	-2.283856217	0.000390043	0.000942701	-2.10034221	0.000618011	0.001317781
peak.1227	chr11	44899992	44900392	401	*	163.2390669	60.59608788	51.6472588	30.63673011	-0.870333482	0.024092504	0.130173948	-1.423610036	0.017057303	0.023462144	-2.472437318	5.98E-05	0.000219521
peak.1228	chr11	45922091	45922491	401	*	11.25786668	11.36176648	67.26154634	13.48016125	0.009803775	0.962885744	0.998372598	2.549793981	0.000183714	0.000517559	-5.50E-05	0.999941694	0.999941694
peak.1229	chr11	45966897	45967297	401	*	180.125867	39.76618267	20.41868371	20.83297648	-1.575002605	0.001735506	0.022224392	-2.793194001	4.86E-05	0.000177472	-3.104477521	5.30E-06	4.09E-05
peak.1230	chr11	46215415	46215815	401	*	69.42351122	62.48971563	9.608792334	17.15656886	-0.021930794	0.933572919	0.996084524	-2.27450829	0.032993627	0.042337123	-1.93783873	0.053825657	0.064624968
peak.1231	chr11	48800089	48800489	401	*	74.11428901	65.33015725	20.41868371	22.05844568	-0.033665476	0.844115272	0.981851783	-1.585211919	0.018565778	0.025289378	-1.772336996	0.007347071	0.010577724
peak.1232	chr11	48856480	48856880	401	*	75.99060012	56.80883239	14.4131885	18.38203807	-0.109600832	0.539709971	0.877033502	-2.104702076	0.002015908	0.003684776	-2.045998854	0.001698753	0.003023012
peak.1233	chr11	49243185	49243585	401	*	68.48535566	80.47917922	14.4131885	12.25469205	0.074443663	0.664019613	0.937753639	-1.959720776	0.004479524	0.007288215	-2.499672242	0.000379616	0.000898936
peak.1234	chr11	49245749	49246149	401	*	338.6741561	224.3948879	81.67473484	53.920645	-0.174889512	0.355711455	0.723057355	-1.793450126	0.001950499	0.003585213	-2.706471507	3.93E-06	3.36E-05
peak.1235	chr11	49247974	49248374	401	*	34.71175561	63.4365295	10.80989138	7.352815227	0.385035602	0.141877041	0.421176046	-1.439961493	0.043519256	0.054375565	-2.168712662	0.004035	0.006281209
peak.1236	chr11	49698501	49698901	401	*	110.7023557	77.6387376	10.80989138	17.15656886	-0.14053017	0.440182092	0.804885685	-3.00443665	2.10E-05	9.35E-05	-2.686099215	3.68E-05	0.00015508
peak.1237	chr11	49704780	49705180	401	*	135.0944002	28.4044162	30.02747605	14.70563045	-1.735078382	0.000468173	0.009045956	-1.913079965	0.001747805	0.003279469	-3.124859558	2.14E-06	2.24E-05
peak.1238	chr11	49712914	49713314	401	*	75.05244456	64.38334338	15.61428754	8.578284432	-0.047758301	0.771029465	0.967006921	-1.97960187	0.003196034	0.005440341	-3.022792079	3.90E-05	0.000161745
peak.1239	chr11	50174531	50174931	401	*	64.73273344	70.06422662	7.206594251	15.93109966	0.043495194	0.800974229	0.973325747	-2.758546773	0.000483754	0.001126012	-1.998508667	0.003575388	0.005670788
peak.1240	chr11	50292258	50292658	401	*	62.85642232	82.37280697	14.4131885	20.83297648	0.124205565	0.512849893	0.858990333	-1.835446592	0.009582	0.01407782	-1.692783844	0.012051433	0.016472916
peak.1241	chr11	50374524	50374924	401	*	194.1982003	153.3838475	48.04396167	14.70563045	-0.079586065	0.634752418	0.927358194	-1.76036998	0.003792723	0.006310721	-3.589345262	1.01E-07	3.98E-06
peak.1242	chr11	50377307	50377707	401	*	115.3931335	111.724037	27.62527796	29.41126091	0.004668508	0.978791787	0.998540345	-1.790119004	0.008464704	0.012602207	-2.063699758	0.002119592	0.003639509
peak.1243	chr11	50848203	50848603	401	*	49.72224452	106.9899677	7.206594251	15.93109966	0.568037681	0.078869048	0.289707641	-2.401173726	0.002884048	0.004990253	-1.72934061	0.014754352	0.019747453
peak.1244	chr11	50887398	50887798	401	*	44.09331118	83.31962084	18.01648563	11.02922284	0.436329683	0.111377341	0.364534626	-1.079820592	0.097386622	0.113184078	-1.992590214	0.004065274	0.006320331
