peak.id	seqnames	start	end	strand	annot
peak.5386	chr2	116062393	116062793	*	intron
peak.5387	chr2	116918224	116918624	*	intergenic
peak.5388	chr2	118129632	118130032	*	intergenic
peak.5389	chr2	118533115	118533515	*	intron
peak.5390	chr2	118547580	118547980	*	promoter-tss
peak.5391	chr2	118597969	118598369	*	promoter-tss
peak.5392	chr2	118611102	118611502	*	intron
peak.5393	chr2	118633433	118633833	*	intron
peak.5394	chr2	118834050	118834450	*	3' utr
peak.5395	chr2	118861757	118862157	*	promoter-tss
peak.5396	chr2	118883287	118883687	*	intergenic
peak.5397	chr2	119046541	119046941	*	promoter-tss
peak.5398	chr2	119112525	119112925	*	promoter-tss
peak.5399	chr2	119208658	119209058	*	promoter-tss
peak.5400	chr2	119288535	119288935	*	promoter-tss
peak.5401	chr2	119618439	119618839	*	promoter-tss
peak.5402	chr2	119901313	119901713	*	intron
peak.5403	chr2	120098592	120098992	*	intron
peak.5404	chr2	120154509	120154909	*	promoter-tss
peak.5405	chr2	120344761	120345161	*	intron
peak.5406	chr2	120356201	120356601	*	3' utr
peak.5407	chr2	120403948	120404348	*	promoter-tss
peak.5408	chr2	120603472	120603872	*	tts
peak.5409	chr2	120708498	120708898	*	intergenic
peak.5410	chr2	120828869	120829269	*	intron
peak.5411	chr2	121008275	121008675	*	promoter-tss
peak.5412	chr2	121350700	121351100	*	intron
peak.5413	chr2	121359227	121359627	*	intron
peak.5414	chr2	121563924	121564324	*	intron
peak.5415	chr2	121658543	121658943	*	intron
peak.5416	chr2	121678796	121679196	*	intron
peak.5417	chr2	121759587	121759987	*	intron
peak.5418	chr2	121925381	121925781	*	exon
peak.5419	chr2	121985317	121985717	*	intron
peak.5420	chr2	122027452	122027852	*	promoter-tss
peak.5421	chr2	122377347	122377747	*	intergenic
peak.5422	chr2	123025175	123025575	*	intergenic
peak.5423	chr2	123833149	123833549	*	intergenic
peak.5424	chr2	125111931	125112331	*	intron
peak.5425	chr2	125731675	125732075	*	intergenic
peak.5426	chr2	125814165	125814565	*	intergenic
peak.5427	chr2	125866023	125866423	*	promoter-tss
peak.5428	chr2	125962925	125963325	*	intron
peak.5429	chr2	126707068	126707468	*	promoter-tss
peak.5430	chr2	127274809	127275209	*	intron
peak.5431	chr2	127584551	127584951	*	promoter-tss
peak.5432	chr2	127845575	127845975	*	intergenic
peak.5433	chr2	127969978	127970378	*	intron
peak.5434	chr2	128289469	128289869	*	intergenic
peak.5435	chr2	128837516	128837916	*	intron
peak.5436	chr2	128967080	128967480	*	promoter-tss
peak.5437	chr2	129069579	129069979	*	intron
peak.5438	chr2	129129472	129129872	*	promoter-tss
peak.5439	chr2	129139890	129140290	*	intergenic
peak.5440	chr2	129177006	129177406	*	tts
peak.5441	chr2	129180493	129180893	*	promoter-tss
peak.5442	chr2	129243713	129244113	*	intergenic
peak.5443	chr2	129531088	129531488	*	intron
peak.5444	chr2	129582531	129582931	*	intergenic
peak.5445	chr2	129590723	129591123	*	intergenic
peak.5446	chr2	129800018	129800418	*	promoter-tss
peak.5447	chr2	129805506	129805906	*	intron
peak.5448	chr2	129826559	129826959	*	intron
peak.5449	chr2	130177785	130178185	*	intron
peak.5450	chr2	130487479	130487879	*	intron
peak.5451	chr2	130664067	130664467	*	intron
peak.5452	chr2	131028017	131028417	*	3' utr
peak.5453	chr2	131862877	131863277	*	intergenic
peak.5454	chr2	131945208	131945608	*	intron
peak.5455	chr2	132064058	132064458	*	intron
peak.5456	chr2	132098692	132099092	*	intron
peak.5457	chr2	132183513	132183913	*	intergenic
peak.5458	chr2	132245135	132245535	*	intron
peak.5459	chr2	132253039	132253439	*	promoter-tss
peak.5460	chr2	132255874	132256274	*	intergenic
peak.5461	chr2	132279426	132279826	*	intron
peak.5462	chr2	132637831	132638231	*	intron
peak.5463	chr2	132686778	132687178	*	intergenic
peak.5464	chr2	132715249	132715649	*	intron
peak.5465	chr2	132723988	132724388	*	intron
peak.5466	chr2	135071389	135071789	*	intron
peak.5467	chr2	135077661	135078061	*	intron
peak.5468	chr2	135531527	135531927	*	intergenic
peak.5469	chr2	135716830	135717230	*	intergenic
peak.5470	chr2	135840016	135840416	*	intron
peak.5471	chr2	135871897	135872297	*	intron
peak.5472	chr2	136149075	136149475	*	intron
peak.5473	chr2	136331356	136331756	*	intron
peak.5474	chr2	136617275	136617675	*	intergenic
peak.5475	chr2	136624095	136624495	*	intergenic
peak.5476	chr2	136715525	136715925	*	intron
peak.5477	chr2	136744965	136745365	*	intron
peak.5478	chr2	136788020	136788420	*	intergenic
peak.5479	chr2	136891805	136892205	*	promoter-tss
peak.5480	chr2	137073523	137073923	*	intergenic
peak.5481	chr2	137092087	137092487	*	intron
peak.5482	chr2	137093346	137093746	*	intron
peak.5483	chr2	137113816	137114216	*	intron
peak.5484	chr2	137258301	137258701	*	intergenic
peak.5485	chr2	137706009	137706409	*	intergenic
peak.5486	chr2	138034247	138034647	*	intergenic
peak.5487	chr2	140202482	140202882	*	intron
peak.5488	chr2	140364986	140365386	*	intron
peak.5489	chr2	140586290	140586690	*	intron
peak.5490	chr2	140642712	140643112	*	intron
peak.5491	chr2	140670492	140670892	*	intron
peak.5492	chr2	140942032	140942432	*	intron
peak.5493	chr2	141738731	141739131	*	intron
peak.5494	chr2	143696172	143696572	*	intron
peak.5495	chr2	143921257	143921657	*	intron
peak.5496	chr2	144033920	144034320	*	intron
peak.5497	chr2	144118045	144118445	*	intergenic
peak.5498	chr2	144519687	144520087	*	intron
peak.5499	chr2	144527351	144527751	*	promoter-tss
peak.5500	chr2	144593790	144594190	*	promoter-tss
peak.5501	chr2	145281917	145282317	*	intron
peak.5502	chr2	145370461	145370861	*	intron
peak.5503	chr2	145546091	145546491	*	intron
peak.5504	chr2	145934883	145935283	*	promoter-tss
peak.5505	chr2	145948389	145948789	*	intron
peak.5506	chr2	146047685	146048085	*	intergenic
peak.5507	chr2	146100142	146100542	*	intergenic
peak.5508	chr2	146206149	146206549	*	intergenic
peak.5509	chr2	146214759	146215159	*	intergenic
peak.5510	chr2	146255682	146256082	*	intron
peak.5511	chr2	146259751	146260151	*	intron
peak.5512	chr2	146330690	146331090	*	intron
peak.5513	chr2	146745556	146745956	*	intergenic
peak.5514	chr2	146774806	146775206	*	intergenic
peak.5515	chr2	146809835	146810235	*	intergenic
peak.5516	chr2	148579636	148580036	*	intergenic
peak.5517	chr2	148672311	148672711	*	promoter-tss
peak.5518	chr2	148680787	148681187	*	promoter-tss
peak.5519	chr2	148711260	148711660	*	intron
peak.5520	chr2	148717185	148717585	*	intron
peak.5521	chr2	148732268	148732668	*	promoter-tss
peak.5522	chr2	148873073	148873473	*	intron
peak.5523	chr2	148874630	148875030	*	intron
peak.5524	chr2	148875423	148875823	*	promoter-tss
peak.5525	chr2	148890025	148890425	*	intergenic
peak.5526	chr2	150362607	150363007	*	promoter-tss
peak.5527	chr2	150904719	150905119	*	promoter-tss
peak.5528	chr2	151551220	151551620	*	intron
peak.5529	chr2	151741166	151741566	*	promoter-tss
peak.5530	chr2	151963911	151964311	*	intergenic
peak.5531	chr2	151973207	151973607	*	promoter-tss
peak.5532	chr2	152253011	152253411	*	intron
peak.5533	chr2	152332469	152332869	*	promoter-tss
peak.5534	chr2	152395969	152396369	*	3' utr
peak.5535	chr2	152399324	152399724	*	intergenic
peak.5536	chr2	152686837	152687237	*	promoter-tss
peak.5537	chr2	152804594	152804994	*	intron
peak.5538	chr2	152830449	152830849	*	promoter-tss
peak.5539	chr2	153036680	153037080	*	intron
peak.5540	chr2	153201369	153201769	*	intron
peak.5541	chr2	153239349	153239749	*	intron
peak.5542	chr2	153257088	153257488	*	intron
peak.5543	chr2	153270094	153270494	*	tts
peak.5544	chr2	153305111	153305511	*	intron
peak.5545	chr2	153415327	153415727	*	intron
peak.5546	chr2	153421978	153422378	*	intron
peak.5547	chr2	153427080	153427480	*	intron
peak.5548	chr2	153525983	153526383	*	intron
peak.5549	chr2	153639846	153640246	*	intergenic
peak.5550	chr2	153768483	153768883	*	3' utr
peak.5551	chr2	153853550	153853950	*	intergenic
peak.5552	chr2	154406705	154407105	*	intron
peak.5553	chr2	154422111	154422511	*	intergenic
peak.5554	chr2	154427981	154428381	*	intergenic
peak.5555	chr2	154706514	154706914	*	intergenic
peak.5556	chr2	154728202	154728602	*	intergenic
peak.5557	chr2	154738395	154738795	*	intergenic
peak.5558	chr2	154779607	154780007	*	intergenic
peak.5559	chr2	154794253	154794653	*	intron
peak.5560	chr2	155357308	155357708	*	promoter-tss
peak.5561	chr2	155382343	155382743	*	intron
peak.5562	chr2	155585367	155585767	*	intron
peak.5563	chr2	155592530	155592930	*	promoter-tss
peak.5564	chr2	155946443	155946843	*	intergenic
peak.5565	chr2	155956063	155956463	*	promoter-tss
peak.5566	chr2	155959984	155960384	*	intron
peak.5567	chr2	155973327	155973727	*	intron
peak.5568	chr2	156180169	156180569	*	promoter-tss
peak.5569	chr2	156285194	156285594	*	intron
peak.5570	chr2	156336788	156337188	*	intron
peak.5571	chr2	156344710	156345110	*	intron
peak.5572	chr2	156427821	156428221	*	intron
peak.5573	chr2	156716235	156716635	*	intron
peak.5574	chr2	156742251	156742651	*	intron
peak.5575	chr2	156908431	156908831	*	intergenic
peak.5576	chr2	156909195	156909595	*	intergenic
peak.5577	chr2	156910081	156910481	*	intergenic
peak.5578	chr2	156914768	156915168	*	intergenic
peak.5579	chr2	156968362	156968762	*	intron
peak.5580	chr2	156998699	156999099	*	intron
peak.5581	chr2	157245732	157246132	*	intron
peak.5582	chr2	157278773	157279173	*	promoter-tss
peak.5583	chr2	157320079	157320479	*	intron
peak.5584	chr2	157344068	157344468	*	intron
peak.5585	chr2	157385128	157385528	*	intron
peak.5586	chr2	157517476	157517876	*	intergenic
peak.5587	chr2	158078087	158078487	*	tts
peak.5588	chr2	158079990	158080390	*	intron
peak.5589	chr2	158448260	158448660	*	intron
peak.5590	chr2	158513798	158514198	*	intron
peak.5591	chr2	158760248	158760648	*	intron
peak.5592	chr2	160082432	160082832	*	intergenic
peak.5593	chr2	160367801	160368201	*	promoter-tss
peak.5594	chr2	160573913	160574313	*	intergenic
peak.5595	chr2	160645578	160645978	*	promoter-tss
peak.5596	chr2	160772549	160772949	*	intron
peak.5597	chr2	160878237	160878637	*	intergenic
peak.5598	chr2	161341639	161342039	*	intergenic
peak.5599	chr2	161416585	161416985	*	intergenic
peak.5600	chr2	161493162	161493562	*	intergenic
peak.5601	chr2	161604064	161604464	*	intron
peak.5602	chr2	163045584	163045984	*	3' utr
peak.5603	chr2	163401202	163401602	*	intergenic
peak.5604	chr2	163419520	163419920	*	promoter-tss
peak.5605	chr2	163432204	163432604	*	intergenic
peak.5606	chr2	163467537	163467937	*	tts
peak.5607	chr2	163586009	163586409	*	intergenic
peak.5608	chr2	163639240	163639640	*	intron
peak.5609	chr2	163776692	163777092	*	intergenic
peak.5610	chr2	164036478	164036878	*	intron
peak.5611	chr2	164071007	164071407	*	promoter-tss
peak.5612	chr2	164426780	164427180	*	intron
peak.5613	chr2	164460649	164461049	*	promoter-tss
peak.5614	chr2	164462087	164462487	*	intron
peak.5615	chr2	164476313	164476713	*	intergenic
peak.5616	chr2	164512075	164512475	*	intergenic
peak.5617	chr2	164521786	164522186	*	intergenic
peak.5618	chr2	164549932	164550332	*	intergenic
peak.5619	chr2	164700876	164701276	*	intron
peak.5620	chr2	164804786	164805186	*	promoter-tss
peak.5621	chr2	164867130	164867530	*	intergenic
peak.5622	chr2	164878503	164878903	*	promoter-tss
peak.5623	chr2	164967057	164967457	*	promoter-tss
peak.5624	chr2	165081204	165081604	*	intron
peak.5625	chr2	165097188	165097588	*	intergenic
peak.5626	chr2	165197671	165198071	*	intron
peak.5627	chr2	165279354	165279754	*	intron
peak.5628	chr2	165310856	165311256	*	intron
peak.5629	chr2	165554046	165554446	*	intergenic
peak.5630	chr2	165665240	165665640	*	intron
peak.5631	chr2	165745313	165745713	*	intron
peak.5632	chr2	166163841	166164241	*	intergenic
peak.5633	chr2	166398080	166398480	*	intergenic
peak.5634	chr2	166433699	166434099	*	intergenic
peak.5635	chr2	167059498	167059898	*	intron
peak.5636	chr2	167112201	167112601	*	intron
peak.5637	chr2	167142027	167142427	*	intron
peak.5638	chr2	167181069	167181469	*	intron
peak.5639	chr2	167186593	167186993	*	intron
peak.5640	chr2	167617489	167617889	*	intron
peak.5641	chr2	167634523	167634923	*	intergenic
peak.5642	chr2	167921213	167921613	*	intergenic
peak.5643	chr2	167933379	167933779	*	intron
peak.5644	chr2	168078220	168078620	*	intergenic
peak.5645	chr2	168152540	168152940	*	non-coding
peak.5646	chr2	168153727	168154127	*	intron
peak.5647	chr2	168159437	168159837	*	intergenic
peak.5648	chr2	168205181	168205581	*	intron
peak.5649	chr2	168207113	168207513	*	promoter-tss
peak.5650	chr2	168343650	168344050	*	intergenic
peak.5651	chr2	168403128	168403528	*	intergenic
peak.5652	chr2	168642178	168642578	*	intron
peak.5653	chr2	168809954	168810354	*	intergenic
peak.5654	chr2	169155368	169155768	*	intergenic
peak.5655	chr2	170404929	170405329	*	intron
peak.5656	chr2	172440313	172440713	*	promoter-tss
peak.5657	chr2	173228684	173229084	*	intron
peak.5658	chr2	173334703	173335103	*	intergenic
peak.5659	chr2	173425407	173425807	*	intergenic
peak.5660	chr2	173755458	173755858	*	intron
peak.5661	chr2	174429241	174429641	*	intron
peak.5662	chr2	174561589	174561989	*	intergenic
peak.5663	chr2	178728467	178728867	*	intergenic
peak.5664	chr2	178828289	178828689	*	intergenic
peak.5665	chr2	178976049	178976449	*	intergenic
peak.5666	chr2	179148194	179148594	*	intergenic
peak.5667	chr2	179297046	179297446	*	intergenic
peak.5668	chr2	179337968	179338368	*	intergenic
peak.5669	chr2	179455024	179455424	*	intron
peak.5670	chr2	179592097	179592497	*	intron
peak.5671	chr2	179634516	179634916	*	intron
peak.5672	chr2	179635888	179636288	*	intron
peak.5673	chr2	179728681	179729081	*	intron
peak.5674	chr2	179767403	179767803	*	intron
peak.5675	chr2	179794395	179794795	*	intron
peak.5676	chr2	180005692	180006092	*	intergenic
peak.5677	chr2	180126292	180126692	*	intron
peak.5678	chr2	180267310	180267710	*	intron
peak.5679	chr2	180270738	180271138	*	intron
peak.5680	chr2	180457256	180457656	*	intergenic
peak.5681	chr2	180460741	180461141	*	promoter-tss
peak.5682	chr2	180469627	180470027	*	intron
peak.5683	chr2	180483124	180483524	*	intergenic
peak.5684	chr2	180491687	180492087	*	intergenic
peak.5685	chr2	180508426	180508826	*	intron
peak.5686	chr2	180531953	180532353	*	intron
peak.5687	chr2	180597431	180597831	*	promoter-tss
peak.5688	chr2	180825459	180825859	*	intergenic
peak.5689	chr2	181369206	181369606	*	intron
peak.5690	chr2	181520120	181520520	*	promoter-tss
peak.5691	chr2	181524017	181524417	*	intron
peak.5692	chr2	181531421	181531821	*	intron
peak.5693	chr2	181578785	181579185	*	promoter-tss
peak.5694	chr2	181580498	181580898	*	non-coding
peak.5695	chr2	181603235	181603635	*	intron
peak.5696	chr2	181766605	181767005	*	promoter-tss
peak.5697	chr2	181840600	181841000	*	intron
peak.5698	chr2	181850673	181851073	*	intron
peak.5699	chr2	181864096	181864496	*	promoter-tss
peak.5700	chr3	3650720	3651120	*	intron
peak.5701	chr3	5389346	5389746	*	intron
peak.5702	chr3	5450431	5450831	*	intergenic
peak.5703	chr3	5576045	5576445	*	promoter-tss
peak.5704	chr3	8706265	8706665	*	intergenic
peak.5705	chr3	8923680	8924080	*	promoter-tss
peak.5706	chr3	8958810	8959210	*	intron
peak.5707	chr3	8964286	8964686	*	promoter-tss
peak.5708	chr3	8970304	8970704	*	intron
peak.5709	chr3	8971649	8972049	*	intron
peak.5710	chr3	9024168	9024568	*	intergenic
peak.5711	chr3	9271637	9272037	*	intron
peak.5712	chr3	9880038	9880438	*	intergenic
peak.5713	chr3	10240560	10240960	*	intergenic
peak.5714	chr3	10243431	10243831	*	tts
peak.5715	chr3	10295475	10295875	*	intron
peak.5716	chr3	10301008	10301408	*	promoter-tss
peak.5717	chr3	10304436	10304836	*	intergenic
peak.5718	chr3	10342746	10343146	*	intron
peak.5719	chr3	10399861	10400261	*	intergenic
peak.5720	chr3	10440157	10440557	*	promoter-tss
peak.5721	chr3	14865922	14866322	*	intron
peak.5722	chr3	14898007	14898407	*	intron
peak.5723	chr3	15169156	15169556	*	intergenic
peak.5724	chr3	15205829	15206229	*	intergenic
peak.5725	chr3	16201323	16201723	*	intron
peak.5726	chr3	17324819	17325219	*	intergenic
peak.5727	chr3	17406558	17406958	*	intergenic
peak.5728	chr3	17585968	17586368	*	intergenic
peak.5729	chr3	17591486	17591886	*	intergenic
peak.5730	chr3	17620424	17620824	*	intergenic
peak.5731	chr3	17790348	17790748	*	intron
peak.5732	chr3	17793693	17794093	*	intron
peak.5733	chr3	17798484	17798884	*	intron
peak.5734	chr3	18631569	18631969	*	intergenic
peak.5735	chr3	19110618	19111018	*	intergenic
peak.5736	chr3	19150726	19151126	*	intron
peak.5737	chr3	19206535	19206935	*	intron
peak.5738	chr3	19214512	19214912	*	intron
peak.5739	chr3	19405033	19405433	*	intergenic
peak.5740	chr3	19628735	19629135	*	intergenic
peak.5741	chr3	19848611	19849011	*	intergenic
peak.5742	chr3	19894597	19894997	*	promoter-tss
peak.5743	chr3	19948432	19948832	*	intergenic
peak.5744	chr3	20000746	20001146	*	intron
peak.5745	chr3	20006256	20006656	*	intron
peak.5746	chr3	20035094	20035494	*	promoter-tss
peak.5747	chr3	20143505	20143905	*	intron
peak.5748	chr3	20232201	20232601	*	intron
peak.5749	chr3	20766758	20767158	*	intergenic
peak.5750	chr3	21034634	21035034	*	intergenic
peak.5751	chr3	21357089	21357489	*	intergenic
peak.5752	chr3	21464364	21464764	*	intergenic
peak.5753	chr3	21494946	21495346	*	intergenic
peak.5754	chr3	21501509	21501909	*	intergenic
peak.5755	chr3	21633551	21633951	*	intergenic
peak.5756	chr3	21935724	21936124	*	intergenic
peak.5757	chr3	21945613	21946013	*	intergenic
peak.5758	chr3	22056682	22057082	*	intergenic
peak.5759	chr3	22107876	22108276	*	intron
peak.5760	chr3	24312853	24313253	*	intergenic
peak.5761	chr3	25495194	25495594	*	intron
peak.5762	chr3	26153497	26153897	*	promoter-tss
peak.5763	chr3	27153725	27154125	*	promoter-tss
peak.5764	chr3	27581569	27581969	*	intron
peak.5765	chr3	28417349	28417749	*	intron
peak.5766	chr3	30592352	30592752	*	intergenic
peak.5767	chr3	30602076	30602476	*	5' utr
peak.5768	chr3	30737843	30738243	*	intergenic
peak.5769	chr3	30745985	30746385	*	promoter-tss
peak.5770	chr3	30748339	30748739	*	intron
peak.5771	chr3	30769480	30769880	*	intergenic
peak.5772	chr3	30808713	30809113	*	intron
peak.5773	chr3	30995247	30995647	*	promoter-tss
peak.5774	chr3	31123554	31123954	*	tts
peak.5775	chr3	31926346	31926746	*	intron
peak.5776	chr3	32131294	32131694	*	intron
peak.5777	chr3	32363965	32364365	*	intron
peak.5778	chr3	32398951	32399351	*	intergenic
peak.5779	chr3	32405701	32406101	*	intergenic
peak.5780	chr3	32708368	32708768	*	promoter-tss
peak.5781	chr3	32903476	32903876	*	intron
peak.5782	chr3	32907424	32907824	*	intron
peak.5783	chr3	32985124	32985524	*	promoter-tss
peak.5784	chr3	33043812	33044212	*	intron
peak.5785	chr3	33082858	33083258	*	promoter-tss
peak.5786	chr3	33116401	33116801	*	intron
peak.5787	chr3	33126153	33126553	*	intron
peak.5788	chr3	33136491	33136891	*	intron
peak.5789	chr3	33141634	33142034	*	intron
peak.5790	chr3	33799524	33799924	*	promoter-tss
peak.5791	chr3	33883085	33883485	*	intergenic
peak.5792	chr3	34630282	34630682	*	intron
peak.5793	chr3	34905242	34905642	*	intergenic
peak.5794	chr3	35029199	35029599	*	intergenic
peak.5795	chr3	35462852	35463252	*	intergenic
peak.5796	chr3	35745335	35745735	*	intergenic
peak.5797	chr3	35752905	35753305	*	intergenic
peak.5798	chr3	36504084	36504484	*	intron
peak.5799	chr3	36613134	36613534	*	promoter-tss
peak.5800	chr3	36615670	36616070	*	intergenic
peak.5801	chr3	36618173	36618573	*	intergenic
peak.5802	chr3	36773983	36774383	*	intergenic
peak.5803	chr3	36918436	36918836	*	intron
peak.5804	chr3	37352081	37352481	*	intron
peak.5805	chr3	37365038	37365438	*	intron
peak.5806	chr3	37419918	37420318	*	promoter-tss
peak.5807	chr3	37551476	37551876	*	intron
peak.5808	chr3	37586324	37586724	*	intergenic
peak.5809	chr3	38522019	38522419	*	intergenic
peak.5810	chr3	40745931	40746331	*	intron
peak.5811	chr3	40846497	40846897	*	promoter-tss
peak.5812	chr3	41047817	41048217	*	intergenic
peak.5813	chr3	41570630	41571030	*	intron
peak.5814	chr3	45431594	45431994	*	intron
peak.5815	chr3	47708829	47709229	*	intergenic
peak.5816	chr3	51383422	51383822	*	intergenic
peak.5817	chr3	51386684	51387084	*	intergenic
peak.5818	chr3	51396326	51396726	*	promoter-tss
peak.5819	chr3	51486814	51487214	*	intron
peak.5820	chr3	51577380	51577780	*	intergenic
peak.5821	chr3	51648058	51648458	*	intergenic
peak.5822	chr3	51908448	51908848	*	intron
peak.5823	chr3	52046836	52047236	*	intron
peak.5824	chr3	52200525	52200925	*	intergenic
peak.5825	chr3	52510394	52510794	*	intergenic
peak.5826	chr3	52520350	52520750	*	intergenic
peak.5827	chr3	53463391	53463791	*	promoter-tss
peak.5828	chr3	54802598	54802998	*	tts
peak.5829	chr3	55106284	55106684	*	intergenic
peak.5830	chr3	55226930	55227330	*	intergenic
peak.5831	chr3	55351460	55351860	*	intron
peak.5832	chr3	55523709	55524109	*	intron
peak.5833	chr3	55527581	55527981	*	intron
peak.5834	chr3	55751346	55751746	*	intron
peak.5835	chr3	55755953	55756353	*	intron
peak.5836	chr3	55779946	55780346	*	intron
peak.5837	chr3	55782207	55782607	*	promoter-tss
peak.5838	chr3	55784144	55784544	*	3' utr
peak.5839	chr3	55788604	55789004	*	intron
peak.5840	chr3	55801621	55802021	*	intron
peak.5841	chr3	55822230	55822630	*	intron
peak.5842	chr3	55830130	55830530	*	intron
peak.5843	chr3	55873195	55873595	*	intron
peak.5844	chr3	57815193	57815593	*	intron
peak.5845	chr3	58621117	58621517	*	exon
peak.5846	chr3	60502141	60502541	*	intron
peak.5847	chr3	60531105	60531505	*	intron
peak.5848	chr3	60535105	60535505	*	intron
peak.5849	chr3	62066592	62066992	*	intergenic
peak.5850	chr3	62106236	62106636	*	intergenic
peak.5851	chr3	62341778	62342178	*	intron
peak.5852	chr3	62373018	62373418	*	intron
peak.5853	chr3	63898596	63898996	*	intergenic
peak.5854	chr3	63899297	63899697	*	intergenic
peak.5855	chr3	63964560	63964960	*	promoter-tss
peak.5856	chr3	64039869	64040269	*	intergenic
peak.5857	chr3	64041603	64042003	*	intergenic
peak.5858	chr3	64994607	64995007	*	intergenic
peak.5859	chr3	65203376	65203776	*	intron
peak.5860	chr3	65205776	65206176	*	intron
peak.5861	chr3	65392547	65392947	*	promoter-tss
peak.5862	chr3	65550679	65551079	*	intron
peak.5863	chr3	65611542	65611942	*	intergenic
peak.5864	chr3	65625909	65626309	*	intergenic
peak.5865	chr3	65836358	65836758	*	intergenic
peak.5866	chr3	65904432	65904832	*	intergenic
peak.5867	chr3	65958745	65959145	*	promoter-tss
peak.5868	chr3	65964753	65965153	*	intergenic
peak.5869	chr3	66746443	66746843	*	intergenic
peak.5870	chr3	67352059	67352459	*	intron
peak.5871	chr3	67481847	67482247	*	intron
peak.5872	chr3	67918867	67919267	*	intron
peak.5873	chr3	68936109	68936509	*	intron
peak.5874	chr3	74787752	74788152	*	intergenic
peak.5875	chr3	75556764	75557164	*	promoter-tss
peak.5876	chr3	75921003	75921403	*	intron
peak.5877	chr3	75952714	75953114	*	intron
peak.5878	chr3	76654244	76654644	*	intron
peak.5879	chr3	78313177	78313577	*	intergenic
peak.5880	chr3	79192470	79192870	*	intergenic
peak.5881	chr3	79255933	79256333	*	intergenic
peak.5882	chr3	79268241	79268641	*	intergenic
peak.5883	chr3	79275881	79276281	*	intergenic
peak.5884	chr3	79311916	79312316	*	intergenic
peak.5885	chr3	79591943	79592343	*	intron
peak.5886	chr3	79628669	79629069	*	promoter-tss
peak.5887	chr3	80713043	80713443	*	intron
peak.5888	chr3	82049392	82049792	*	intron
peak.5889	chr3	82136946	82137346	*	intron
peak.5890	chr3	82357758	82358158	*	promoter-tss
peak.5891	chr3	83009979	83010379	*	exon
peak.5892	chr3	83480020	83480420	*	intergenic
peak.5893	chr3	83632945	83633345	*	intergenic
peak.5894	chr3	84101859	84102259	*	intron
peak.5895	chr3	84220810	84221210	*	promoter-tss
peak.5896	chr3	84232357	84232757	*	intron
peak.5897	chr3	84244113	84244513	*	intron
peak.5898	chr3	84247817	84248217	*	intron
peak.5899	chr3	84253605	84254005	*	intron
peak.5900	chr3	84259447	84259847	*	5' utr
peak.5901	chr3	84582513	84582913	*	promoter-tss
peak.5902	chr3	84952144	84952544	*	5' utr
peak.5903	chr3	85369376	85369776	*	intergenic
peak.5904	chr3	85523485	85523885	*	intergenic
peak.5905	chr3	85656726	85657126	*	intergenic
peak.5906	chr3	85673823	85674223	*	intron
peak.5907	chr3	85678797	85679197	*	intron
peak.5908	chr3	85681162	85681562	*	intron
peak.5909	chr3	85885881	85886281	*	intron
peak.5910	chr3	86544762	86545162	*	tts
peak.5911	chr3	86572588	86572988	*	intron
peak.5912	chr3	86826549	86826949	*	intron
peak.5913	chr3	87110566	87110966	*	intron
peak.5914	chr3	87111433	87111833	*	intron
peak.5915	chr3	87112296	87112696	*	intron
peak.5916	chr3	87125708	87126108	*	intron
peak.5917	chr3	87160935	87161335	*	intron
peak.5918	chr3	87165377	87165777	*	intron
peak.5919	chr3	87352466	87352866	*	intergenic
peak.5920	chr3	87654066	87654466	*	intron
peak.5921	chr3	87885659	87886059	*	promoter-tss
peak.5922	chr3	88138251	88138651	*	intergenic
peak.5923	chr3	88141703	88142103	*	promoter-tss
peak.5924	chr3	88145300	88145700	*	intron
peak.5925	chr3	88147834	88148234	*	intron
peak.5926	chr3	88152111	88152511	*	intron
peak.5927	chr3	88237255	88237655	*	intergenic
peak.5928	chr3	88296757	88297157	*	promoter-tss
peak.5929	chr3	88324818	88325218	*	promoter-tss
peak.5930	chr3	88425005	88425405	*	promoter-tss
peak.5931	chr3	88513848	88514248	*	intergenic
peak.5932	chr3	88587276	88587676	*	intron
peak.5933	chr3	88622259	88622659	*	intron
peak.5934	chr3	89101774	89102174	*	promoter-tss
peak.5935	chr3	89145574	89145974	*	3' utr
peak.5936	chr3	89177074	89177474	*	promoter-tss
peak.5937	chr3	89202716	89203116	*	promoter-tss
peak.5938	chr3	89384715	89385115	*	intron
peak.5939	chr3	89393549	89393949	*	promoter-tss
peak.5940	chr3	89411759	89412159	*	promoter-tss
peak.5941	chr3	89607342	89607742	*	intron
peak.5942	chr3	89998519	89998919	*	promoter-tss
peak.5943	chr3	90077780	90078180	*	intron
peak.5944	chr3	90292758	90293158	*	intergenic
peak.5945	chr3	90475902	90476302	*	promoter-tss
peak.5946	chr3	90509395	90509795	*	promoter-tss
peak.5947	chr3	94277051	94277451	*	intergenic
peak.5948	chr3	94309907	94310307	*	promoter-tss
peak.5949	chr3	94360726	94361126	*	intergenic
peak.5950	chr3	94412850	94413250	*	promoter-tss
peak.5951	chr3	94448277	94448677	*	3' utr
peak.5952	chr3	94473806	94474206	*	promoter-tss
peak.5953	chr3	94483008	94483408	*	intron
peak.5954	chr3	94984576	94984976	*	exon
peak.5955	chr3	95014232	95014632	*	intron
peak.5956	chr3	95015486	95015886	*	promoter-tss
peak.5957	chr3	95100862	95101262	*	intron
